,pval_outlier
"RUNX1_+_36421326.23-ENST00000300305.3,ENST00000437180.1-2",1.0
GTF3A_+_27998872.23-P1P2-1,1.0
GTF3A_+_27998872.23-P1P2-2,1.0
GTF3A_+_27999253.23-P1P2-1,1.0
GTF3A_+_27999253.23-P1P2-2,1.0
ZNF430_+_21203464.23-P1P2-1,1.0
ZNF430_+_21203464.23-P1P2-2,1.0
ZNF430_-_21203475.23-P1P2-2,1.0
ZNF430_-_21203665.23-P1P2-1,1.0
ZNF430_-_21203665.23-P1P2-2,1.0
ZNF574_+_42583541.23-P2-1,1.0
ZNF574_+_42583541.23-P2-2,1.0
ZNF574_-_42583382.23-P2-1,1.0
ZNF574_-_42583382.23-P2-2,1.0
ZNF574_-_42583653.23-P2-1,1.0
ZNF574_-_42583653.23-P2-2,1.0
ZNF329_+_58666393.23-P2-1,1.0
ZNF329_+_58666393.23-P2-2,1.0
ZNF329_-_58666450.23-P2-1,1.0
ZNF329_-_58666450.23-P2-2,1.0
ZNF329_-_58666453.23-P2-1,1.0
ZNF329_-_58666453.23-P2-2,1.0
SH3D19_+_152147197.23-P2-1,1.0
SH3D19_+_152147197.23-P2-2,1.0
SH3D19_-_152147348.23-P2-1,1.0
SH3D19_-_152147348.23-P2-2,1.0
SH3D19_-_152147401.23-P2-1,1.0
SH3D19_-_152147401.23-P2-2,1.0
HMX1_+_8873528.23-P1P2-1,1.0
HMX1_+_8873559.23-P1P2-1,1.0
HMX1_+_8873559.23-P1P2-2,1.0
HMX1_+_8873571.23-P1P2-1,1.0
HMX1_+_8873571.23-P1P2-2,1.0
ZBTB25_+_64970478.23-P1P2-1,0.5649
ZBTB25_+_64970478.23-P1P2-2,1.0
ZBTB25_+_64970509.23-P1P2-1,0.367
ZBTB25_+_64970509.23-P1P2-2,0.367
ZBTB25_-_64970422.23-P1P2-1,0.9997
ZBTB25_-_64970422.23-P1P2-2,1.0
TRPS1_+_116681182.23-P1P2-1,0.9531
TRPS1_+_116681182.23-P1P2-2,0.1995
TRPS1_-_116680818.23-P1P2-1,0.9964
TRPS1_-_116680818.23-P1P2-2,1.0
TRPS1_-_116681019.23-P1P2-1,0.9926
TRPS1_-_116681019.23-P1P2-2,0.9993
HIC1_+_1958482.23-P1P2-1,0.7476
HIC1_+_1958482.23-P1P2-2,0.8792
HIC1_-_1958420.23-P1P2-1,1.0
HIC1_-_1958420.23-P1P2-2,0.8792
HIC1_-_1958449.23-P1P2-1,1.0
HIC1_-_1958449.23-P1P2-2,0.8792
ZFP57_-_29648883.23-P1P2-2,1.0
ZFP57_-_29648893.23-P1P2-2,1.0
ZFP57_-_29648907.23-P1P2-1,1.0
ZFP57_-_29648907.23-P1P2-2,1.0
LITAF_+_11680700.23-P1P2-2,1.0
LITAF_+_11680755.23-P1P2-1,1.0
ZNF736_+_63767900.23-P2-1,0.9984
ZNF736_+_63767900.23-P2-2,0.9984
ZNF736_+_63768226.23-P2-1,0.9227
ZNF736_+_63768226.23-P2-2,0.9997
ZNF736_-_63767882.23-P2-1,0.5649
ZNF736_-_63767882.23-P2-2,0.9993
AFF3_+_100758974.23-P1P2-1,0.9993
AFF3_+_100758974.23-P1P2-2,0.2771
AFF3_-_100758841.23-P1P2-1,1.0
AFF3_-_100758841.23-P1P2-2,0.4649
AFF3_-_100758884.23-P1P2-1,0.9731
AFF3_-_100758884.23-P1P2-2,0.9227
ZNF784_+_56135854.23-P1P2-1,0.0088
ZNF784_+_56135854.23-P1P2-2,0.9707
ZNF784_+_56135894.23-P1P2-2,0.9996
ZNF784_-_56135868.23-P1P2-1,0.1734
ZNF784_-_56135868.23-P1P2-2,0.9996
WNK1_+_862246.23-P1P2-1,0.9984
WNK1_+_862246.23-P1P2-2,1.0
WNK1_+_862382.23-P1P2-1,1.0
WNK1_+_862382.23-P1P2-2,0.4649
WNK1_-_861739.23-P1P2-1,0.8209
WNK1_-_861739.23-P1P2-2,0.1995
TBX2_+_59477278.23-P1P2-1,0.9948
TBX2_+_59477278.23-P1P2-2,1.0
TBX2_-_59477227.23-P1P2-1,0.3634
TBX2_-_59477227.23-P1P2-2,0.7186
GPBP1_-_56469901.23-P1P2-1,1.0
GPBP1_-_56469901.23-P1P2-2,1.0
GPBP1_-_56470125.23-P1P2-2,1.0
GPBP1_-_56470167.23-P1P2-1,1.0
GPBP1_-_56470167.23-P1P2-2,1.0
ZNF490_+_12721392.23-P1P2-1,1.0
ZNF490_+_12721392.23-P1P2-2,0.2771
ZNF490_+_12721531.23-P1P2-1,0.9227
ZNF490_+_12721531.23-P1P2-2,0.9984
ZNF490_-_12721454.23-P1P2-1,0.367
ZNF490_-_12721454.23-P1P2-2,1.0
OR6M1-1,1.0
OR6M1-2,1.0
OR6M1-3,1.0
OR6M1-4,1.0
OR6M1-5,1.0
OR6M1-6,1.0
KLF7_+_208031206.23-P1P2-1,1.0
KLF7_+_208031206.23-P1P2-2,1.0
KLF7_-_208030622.23-P1P2-1,1.0
KLF7_-_208030622.23-P1P2-2,1.0
KLF7_-_208031139.23-P1P2-2,1.0
TERF1_-_73921096.23-P1P2-1,0.2771
TERF1_-_73921096.23-P1P2-2,1.0
TERF1_-_73921127.23-P1P2-1,0.9999
TERF1_-_73921127.23-P1P2-2,0.9964
TERF1_-_73921130.23-P1P2-1,0.7476
TERF1_-_73921130.23-P1P2-2,0.9926
AHDC1_+_27930650.23-P1P2-1,0.6808
AHDC1_+_27930650.23-P1P2-2,0.6808
AHDC1_+_27930669.23-P1P2-1,0.9979
AHDC1_-_27930702.23-P1P2-1,0.6808
AHDC1_-_27930702.23-P1P2-2,0.9996
SOX12_+_306512.23-P1P2-1,0.9993
SOX12_+_306512.23-P1P2-2,1.0
SOX12_+_306531.23-P1P2-1,1.0
SOX12_+_306531.23-P1P2-2,0.7476
SOX12_-_306605.23-P1P2-1,0.9854
SOX12_-_306605.23-P1P2-2,0.0
ZNF227_+_44716718.23-P1P2-1,0.9731
ZNF227_+_44716718.23-P1P2-2,0.7476
ZNF227_+_44716731.23-P1P2-1,1.0
ZNF227_+_44716731.23-P1P2-2,0.9997
ZNF227_-_44716738.23-P1P2-1,0.367
ZNF227_-_44716738.23-P1P2-2,0.9731
ZNF208_+_22193296.23-P1P2-2,1.0
ZNF208_+_22193713.23-P1P2-1,1.0
ZNF208_+_22193713.23-P1P2-2,1.0
ZNF208_-_22193480.23-P1P2-1,1.0
ZNF208_-_22193480.23-P1P2-2,1.0
HMX3_+_124895716.23-P1P2-1,1.0
HMX3_-_124895584.23-P1P2-1,0.5
HMX3_-_124895584.23-P1P2-2,1.0
PRDM16_+_2985815.23-P1P2-1,1.0
PRDM16_+_2985815.23-P1P2-2,1.0
PRDM16_+_2985821.23-P1P2-1,1.0
PRDM16_+_2985821.23-P1P2-2,0.7476
PRDM16_-_2985798.23-P1P2-1,0.4649
PRDM16_-_2985798.23-P1P2-2,0.1995
OR2T33-1,1.0
OR2T33-2,1.0
OR2T33-3,1.0
OR2T33-4,1.0
OR2T33-5,1.0
OR2T33-6,1.0
POU2AF1_+_111249838.23-P1P2-1,1.0
POU2AF1_+_111249838.23-P1P2-2,1.0
POU2AF1_+_111249937.23-P1P2-1,1.0
POU2AF1_+_111249937.23-P1P2-2,1.0
POU2AF1_-_111249969.23-P1P2-1,1.0
POU2AF1_-_111249969.23-P1P2-2,1.0
TCF12_+_57210896.23-P1-1,0.9707
TCF12_+_57210896.23-P1-2,0.9707
TCF12_+_57211164.23-P1-2,0.0293
TCF12_-_57210936.23-P1-1,0.9999
TCF12_-_57210936.23-P1-2,0.9979
MESP2_+_90319915.23-P1P2-1,1.0
MESP2_+_90319970.23-P1P2-1,1.0
MESP2_+_90319970.23-P1P2-2,1.0
MESP2_+_90319986.23-P1P2-1,1.0
MESP2_+_90319986.23-P1P2-2,1.0
TFAP2E_+_36038973.23-P1P2-1,1.0
TFAP2E_+_36038973.23-P1P2-2,1.0
TFAP2E_+_36038986.23-P1P2-1,1.0
TFAP2E_+_36038986.23-P1P2-2,1.0
TFAP2E_-_36038918.23-P1P2-1,1.0
TFAP2E_-_36038918.23-P1P2-2,1.0
AFF2_+_147582328.23-P1P2-1,1.0
AFF2_+_147582328.23-P1P2-2,1.0
AFF2_+_147582601.23-P1P2-2,1.0
AFF2_-_147582385.23-P1P2-1,1.0
AFF2_-_147582385.23-P1P2-2,1.0
SOX6_+_16362747.23-ENST00000316399.6-1,0.9979
SOX6_+_16362747.23-ENST00000316399.6-2,0.9912
SOX6_-_16362774.23-ENST00000316399.6-1,0.9707
SOX6_-_16362774.23-ENST00000316399.6-2,0.0
SOX6_-_16362786.23-ENST00000316399.6-2,0.9979
ZIC3_+_136648709.23-P1P2-1,1.0
ZIC3_+_136648709.23-P1P2-2,1.0
ZIC3_-_136648324.23-P1P2-1,1.0
ZIC3_-_136648324.23-P1P2-2,1.0
ERG_+_39870167.23-P1-1,1.0
ERG_+_39870167.23-P1-2,0.9926
ERG_-_39870187.23-P1-1,0.7476
ERG_-_39870187.23-P1-2,0.0548
ERG_-_39870398.23-P1-1,0.9926
ERG_-_39870398.23-P1-2,1.0
ZNF385A_+_54785053.23-P2-1,1.0
ZNF385A_+_54785053.23-P2-2,1.0
ZNF385A_+_54785075.23-P2-1,0.2771
ZNF385A_+_54785075.23-P2-2,0.2771
ZNF385A_-_54784931.23-P2-1,0.9926
ZNF385A_-_54784931.23-P2-2,0.1366
NKX2-3_-_101292743.23-P1P2-2,0.5
NKX2-3_-_101292756.23-P1P2-1,0.0786
NKX2-3_-_101292756.23-P1P2-2,0.5
NKX2-3_-_101292762.23-P1P2-1,0.9979
NKX2-3_-_101292762.23-P1P2-2,0.9996
POU3F1_+_38512137.23-P1P2-1,0.9366
POU3F1_+_38512137.23-P1P2-2,0.7186
POU3F1_+_38512185.23-P1P2-1,0.3634
POU3F1_+_38512185.23-P1P2-2,0.9948
ETV4_+_41623536.23-P1P2-2,1.0
ETV4_+_41623633.23-P1P2-1,1.0
ETV4_+_41623633.23-P1P2-2,1.0
ETV4_-_41623461.23-P1P2-1,1.0
ETV4_-_41623461.23-P1P2-2,1.0
NFKBIZ_+_101568354.23-P1-1,1.0
NFKBIZ_+_101568354.23-P1-2,1.0
NFKBIZ_+_101568377.23-P1-1,1.0
NFKBIZ_+_101568377.23-P1-2,1.0
NFKBIZ_-_101568445.23-P1-1,1.0
NFKBIZ_-_101568445.23-P1-2,1.0
ZNF18_+_11900519.23-P1P2-1,0.5649
ZNF18_+_11900519.23-P1P2-2,1.0
ZNF18_+_11900703.23-P1P2-1,0.8209
ZNF18_+_11900703.23-P1P2-2,0.4649
ZNF18_-_11900723.23-P1P2-1,0.8792
ZNF18_-_11900723.23-P1P2-2,0.9854
CREB3_-_35732659.23-P1P2-1,1.0
CREB3_-_35732659.23-P1P2-2,1.0
CREB3_-_35732669.23-P1P2-1,1.0
CREB3_-_35732669.23-P1P2-2,1.0
CREB3_-_35732676.23-P1P2-1,1.0
CREB3_-_35732676.23-P1P2-2,1.0
ZSCAN2_+_85144244.23-P1P2-1,1.0
ZSCAN2_+_85144244.23-P1P2-2,1.0
ZSCAN2_+_85144263.23-P1P2-1,1.0
ZSCAN2_+_85144263.23-P1P2-2,1.0
ZSCAN2_-_85144379.23-P1P2-1,1.0
THAP7_+_21356044.23-P1P2-1,0.9214
THAP7_+_21356044.23-P1P2-2,0.9707
THAP7_+_21356381.23-P1P2-1,0.9996
THAP7_+_21356381.23-P1P2-2,0.8266
THAP7_-_21355855.23-P1P2-2,0.3192
PITX2_+_111544200.23-P1-1,0.1734
PITX2_+_111544200.23-P1-2,0.1734
PITX2_+_111544217.23-P1-2,0.9912
PITX2_-_111544228.23-P1-1,0.9707
PITX2_-_111544228.23-P1-2,1.0
FOXI2_+_129535486.23-P1P2-1,1.0
FOXI2_+_129535486.23-P1P2-2,1.0
FOXI2_+_129535691.23-P1P2-2,1.0
FOXI2_-_129535504.23-P1P2-1,1.0
FOXI2_-_129535504.23-P1P2-2,1.0
SP5_+_171572810.23-P1P2-1,0.9948
SP5_-_171571885.23-P1P2-1,0.9366
SP5_-_171571885.23-P1P2-2,0.9948
SP5_-_171571894.23-P1P2-1,0.7186
PLAG1_+_57123591.23-P1P2-2,1.0
PLAG1_+_57123816.23-P1P2-1,1.0
PLAG1_+_57123845.23-P1P2-2,1.0
ZNF174_+_3451216.23-P1P2-1,0.3634
ZNF174_+_3451262.23-P1P2-1,1.0
ZNF174_+_3451262.23-P1P2-2,0.9366
ZNF174_+_3451643.23-P1P2-2,0.3634
"ZSCAN5A_+_56739414.23-ENST00000391713.1,ENST00000592355.1-1",1.0
"ZSCAN5A_+_56739564.23-ENST00000391713.1,ENST00000592355.1-1",1.0
"ZSCAN5A_-_56739611.23-ENST00000391713.1,ENST00000592355.1-1",1.0
"ZSCAN5A_-_56739611.23-ENST00000391713.1,ENST00000592355.1-2",1.0
SOX8_+_1031952.23-P1P2-1,0.0319
SOX8_+_1031952.23-P1P2-2,0.0548
SOX8_-_1031860.23-P1P2-1,1.0
SOX8_-_1031860.23-P1P2-2,1.0
SOX8_-_1032154.23-P1P2-1,1.0
SOX8_-_1032154.23-P1P2-2,0.0889
CNOT7_+_17104149.23-P1P2-1,1.0
CNOT7_+_17104149.23-P1P2-2,0.0088
CNOT7_+_17104350.23-P1P2-1,0.9979
CNOT7_+_17104350.23-P1P2-2,0.6808
CNOT7_-_17104160.23-P1P2-1,0.9707
EZH1_+_40897027.23-P1P2-1,1.0
EZH1_+_40897027.23-P1P2-2,1.0
EZH1_+_40897041.23-P1P2-1,1.0
EZH1_+_40897050.23-P1P2-2,1.0
MXI1_+_111985730.23-P2-1,1.0
MXI1_-_111985770.23-P2-2,1.0
MXI1_-_111985943.23-P2-1,1.0
POU5F1_+_31148204.23-P2-1,0.7476
POU5F1_+_31148204.23-P2-2,1.0
POU5F1_+_31148465.23-P2-1,0.9984
POU5F1_+_31148465.23-P2-2,0.2771
POU5F1_-_31148445.23-P2-1,0.9731
POU5F1_-_31148445.23-P2-2,1.0
ZNF3_+_99679303.23-P1P2-1,1.0
ZNF3_+_99679303.23-P1P2-2,1.0
ZNF3_+_99679360.23-P1P2-1,1.0
ZNF3_+_99679360.23-P1P2-2,1.0
ZNF3_-_99679354.23-P1P2-1,1.0
ZNF3_-_99679354.23-P1P2-2,1.0
FOXO4_-_70315957.23-P1P2-2,1.0
FOXO4_-_70316103.23-P1P2-1,1.0
SP1_+_53773993.23-P1P2-2,1.0
SP1_+_53774073.23-P1P2-1,1.0
SP1_+_53774073.23-P1P2-2,1.0
SP1_-_53774171.23-P1P2-2,1.0
ZNF565_+_36705529.23-P1P2-1,1.0
ZNF565_+_36705529.23-P1P2-2,1.0
ZNF565_+_36705545.23-P1P2-1,1.0
ZNF565_+_36705545.23-P1P2-2,1.0
ZNF565_+_36705708.23-P1P2-1,1.0
ZNF565_+_36705708.23-P1P2-2,1.0
PAX7_+_18957416.23-P1P2-2,0.9707
PAX7_+_18957425.23-P1P2-1,0.9707
PAX7_+_18957425.23-P1P2-2,0.9214
PAX7_+_18957739.23-P1P2-1,0.8266
PAX7_+_18957739.23-P1P2-2,0.5
TSHZ1_+_72922881.23-P1P2-1,0.661
TSHZ1_+_72922881.23-P1P2-2,1.0
TSHZ1_-_72922853.23-P1P2-1,0.9926
TSHZ1_-_72922853.23-P1P2-2,0.9731
TSHZ1_-_72922860.23-P1P2-1,0.1366
TSHZ1_-_72922860.23-P1P2-2,0.9964
IRF3_+_50168800.23-P1P2-1,1.0
IRF3_+_50168857.23-P1P2-1,0.6808
IRF3_+_50168857.23-P1P2-2,0.8266
IRF3_+_50168927.23-P1P2-1,0.5
IRF3_+_50168927.23-P1P2-2,0.9979
THAP8_+_36545129.23-P1P2-1,1.0
THAP8_+_36545129.23-P1P2-2,1.0
THAP8_+_36545274.23-P1P2-1,1.0
THAP8_+_36545274.23-P1P2-2,1.0
THAP8_-_36545115.23-P1P2-1,1.0
THAP8_-_36545115.23-P1P2-2,1.0
PRKRIP1_+_102004333.23-P2-1,0.1995
PRKRIP1_+_102004333.23-P2-2,0.2771
PRKRIP1_+_102004473.23-P2-1,1.0
PRKRIP1_+_102004473.23-P2-2,1.0
PRKRIP1_-_102004488.23-P2-1,1.0
PRKRIP1_-_102004488.23-P2-2,0.0176
MAP3K7_+_91296756.23-P1P2-1,1.0
MAP3K7_+_91296756.23-P1P2-2,1.0
MAP3K7_-_91296731.23-P1P2-1,0.2771
MAP3K7_-_91296731.23-P1P2-2,0.9997
MAP3K7_-_91296743.23-P1P2-1,0.4649
MAP3K7_-_91296743.23-P1P2-2,0.367
ZNF354B_+_178286968.23-P1P2-1,0.8209
ZNF354B_+_178286968.23-P1P2-2,0.9731
ZNF354B_-_178287047.23-P1P2-1,0.9993
ZNF354B_-_178287047.23-P1P2-2,0.9731
ZNF354B_-_178287062.23-P1P2-1,0.9997
ZNF354B_-_178287062.23-P1P2-2,1.0
BHLHA15_+_97840796.23-P1P2-2,0.0088
BHLHA15_-_97840777.23-P1P2-1,0.5
BHLHA15_-_97840777.23-P1P2-2,0.9912
BHLHA15_-_97840834.23-P1P2-1,0.9979
BHLHA15_-_97840834.23-P1P2-2,1.0
TCERG1_-_145826918.23-P1P2-1,1.0
TCERG1_-_145826918.23-P1P2-2,1.0
TCERG1_-_145827102.23-P1P2-2,1.0
NEUROD4_-_55413748.23-P1P2-1,1.0
NEUROD4_-_55413748.23-P1P2-2,1.0
NEUROD4_-_55413825.23-P1P2-1,1.0
NEUROD4_-_55413825.23-P1P2-2,1.0
NEUROD4_-_55413828.23-P1P2-2,1.0
FOXD1_+_72744538.23-P1P2-1,1.0
FOXD1_+_72744538.23-P1P2-2,1.0
FOXD1_-_72744558.23-P1P2-1,1.0
FOXD1_-_72744558.23-P1P2-2,1.0
FOXD1_-_72744587.23-P1P2-1,1.0
FOXD1_-_72744587.23-P1P2-2,1.0
LHX2_+_126774039.23-P1P2-2,0.6808
LHX2_+_126774090.23-P1P2-1,0.9912
LHX2_+_126774090.23-P1P2-2,0.0
LHX2_+_126774249.23-P1P2-1,0.9999
LHX2_+_126774249.23-P1P2-2,0.9912
ZNF23_+_71496114.23-P1-1,0.9979
ZNF23_+_71496114.23-P1-2,0.9996
ZNF23_-_71496040.23-P1-1,0.5
ZNF23_-_71496040.23-P1-2,0.3192
ZNF23_-_71496122.23-P1-1,0.6808
NKX2-8_+_37051775.23-P1P2-1,0.0786
NKX2-8_-_37051586.23-P1P2-1,0.9979
NKX2-8_-_37051586.23-P1P2-2,1.0
NKX2-8_-_37051833.23-P1P2-1,0.1734
NKX2-8_-_37051833.23-P1P2-2,0.9707
HOXB13_+_46806019.23-P1P2-1,0.4649
HOXB13_+_46806019.23-P1P2-2,1.0
HOXB13_-_46805837.23-P1P2-1,0.9854
HOXB13_-_46805837.23-P1P2-2,1.0
HOXB13_-_46806002.23-P1P2-1,0.661
HOXB13_-_46806002.23-P1P2-2,0.5649
ASCL1_-_103351482.23-P1P2-1,0.1995
ASCL1_-_103351482.23-P1P2-2,1.0
ASCL1_-_103351499.23-P1P2-1,1.0
ASCL1_-_103351499.23-P1P2-2,1.0
ASCL1_-_103351511.23-P1P2-1,0.2771
ASCL1_-_103351511.23-P1P2-2,0.0548
CUX2_+_111471547.23-P1P2-1,0.5
CUX2_+_111471547.23-P1P2-2,0.9214
CUX2_-_111471563.23-P1P2-1,0.9707
CUX2_-_111472110.23-P1P2-1,0.9214
CUX2_-_111472110.23-P1P2-2,0.9979
MYNN_+_169491230.23-P1P2-1,1.0
MYNN_+_169491230.23-P1P2-2,1.0
MYNN_+_169491277.23-P1P2-1,1.0
MYNN_+_169491277.23-P1P2-2,1.0
MYNN_-_169491203.23-P1P2-1,1.0
MYNN_-_169491203.23-P1P2-2,1.0
ZNF445_+_44519088.23-P1P2-1,1.0
ZNF445_+_44519088.23-P1P2-2,1.0
ZNF445_+_44519091.23-P1P2-1,1.0
ZNF445_+_44519091.23-P1P2-2,1.0
ZNF445_-_44518960.23-P1P2-1,1.0
ZNF445_-_44518960.23-P1P2-2,1.0
BACH2_+_91006457.23-P1P2-1,0.1734
BACH2_-_91006333.23-P1P2-1,0.9707
BACH2_-_91006333.23-P1P2-2,1.0
BACH2_-_91006500.23-P1P2-1,0.3192
BACH2_-_91006500.23-P1P2-2,0.9912
TULP3_+_2986458.23-P1-1,1.0
TULP3_+_2986458.23-P1-2,1.0
TULP3_-_2986453.23-P1-2,1.0
TULP3_-_2986478.23-P1-1,1.0
TULP3_-_2986478.23-P1-2,1.0
NKX1-2_+_126138103.23-P1P2-1,1.0
NKX1-2_+_126138103.23-P1P2-2,0.1366
NKX1-2_+_126138361.23-P1P2-1,0.5649
NKX1-2_+_126138361.23-P1P2-2,0.9993
NKX1-2_+_126138574.23-P1P2-1,1.0
NKX1-2_+_126138574.23-P1P2-2,0.2771
ZNF256_+_58458832.23-P1P2-1,1.0
ZNF256_+_58458832.23-P1P2-2,1.0
ZNF256_+_58459046.23-P1P2-1,1.0
ZNF256_+_58459046.23-P1P2-2,1.0
ZNF256_-_58459066.23-P1P2-1,1.0
ZNF256_-_58459066.23-P1P2-2,1.0
ZNF79_+_130186743.23-P1P2-1,0.9731
ZNF79_+_130186743.23-P1P2-2,0.367
ZNF79_-_130186739.23-P1P2-1,0.9854
ZNF79_-_130186739.23-P1P2-2,0.9999
ZNF79_-_130186840.23-P1P2-1,1.0
ZNF79_-_130186840.23-P1P2-2,0.0045
KLF4_+_110250708.23-P2-1,1.0
KLF4_+_110250708.23-P2-2,1.0
KLF4_-_110250491.23-P2-1,1.0
KLF4_-_110250491.23-P2-2,1.0
KLF4_-_110250652.23-P2-1,1.0
HOXD11_+_176969273.23-P1P2-1,0.9999
HOXD11_+_176969293.23-P1P2-1,0.9912
HOXD11_+_176969293.23-P1P2-2,0.8266
HOXD11_+_176969658.23-P1P2-1,0.5
HOXD11_+_176969658.23-P1P2-2,0.5
ZFP36L1_+_69262743.23-P2-2,1.0
ZFP36L1_+_69262782.23-P2-1,1.0
ZFP36L1_+_69262782.23-P2-2,1.0
ZFP36L1_+_69262799.23-P2-1,1.0
ZFP36L1_+_69262799.23-P2-2,1.0
FOXC1_+_1610373.23-P1P2-1,1.0
FOXC1_+_1610373.23-P1P2-2,1.0
FOXC1_-_1610341.23-P1P2-1,1.0
FOXC1_-_1610341.23-P1P2-2,1.0
FOXC1_-_1610803.23-P1P2-2,1.0
HOPX_+_57522132.23-P2-1,0.1995
HOPX_+_57522132.23-P2-2,1.0
HOPX_-_57521972.23-P2-1,0.0
HOPX_-_57521972.23-P2-2,0.9227
HOPX_-_57522185.23-P2-1,0.9999
HOPX_-_57522185.23-P2-2,0.9993
ZNF771_+_30418970.23-P1P2-1,0.3192
ZNF771_+_30418970.23-P1P2-2,0.9999
ZNF771_+_30419040.23-P1P2-1,0.9912
ZNF771_-_30418981.23-P1P2-1,0.9707
ZNF771_-_30418981.23-P1P2-2,0.0786
ZNF136_+_12273924.23-P1P2-1,1.0
ZNF136_+_12273924.23-P1P2-2,1.0
ZNF136_+_12274156.23-P1P2-1,1.0
ZNF136_+_12274156.23-P1P2-2,1.0
ZNF136_-_12273942.23-P1P2-1,1.0
ZNF136_-_12273942.23-P1P2-2,1.0
ARNT_+_150848808.23-P1P2-2,0.0969
ARNT_+_150849006.23-P1P2-1,0.9948
ARNT_+_150849017.23-P1P2-1,0.7186
ARNT_+_150849017.23-P1P2-2,0.9366
ZNF891_+_133706762.23-P1P2-1,0.9854
ZNF891_+_133706762.23-P1P2-2,0.9999
ZNF891_+_133706847.23-P1P2-1,0.9854
ZNF891_+_133706847.23-P1P2-2,0.9731
ZNF891_-_133706771.23-P1P2-1,0.8792
ZNF891_-_133706771.23-P1P2-2,0.8792
FOSL2_+_28615927.23-P1P2-1,0.9996
FOSL2_+_28615927.23-P1P2-2,0.3192
FOSL2_-_28615741.23-P1P2-1,0.9996
FOSL2_-_28615741.23-P1P2-2,0.3192
FOSL2_-_28615812.23-P1P2-2,0.9214
ZNF23_-_71523224.23-P2-1,1.0
ZNF23_-_71523224.23-P2-2,1.0
ZNF23_-_71523229.23-P2-1,1.0
ZNF23_-_71523229.23-P2-2,1.0
ZNF23_-_71523232.23-P2-1,1.0
MAFA_-_144512450.23-P1P2-2,1.0
MAFA_-_144512791.23-P1P2-1,1.0
MAFA_-_144512791.23-P1P2-2,1.0
MAFA_-_144512801.23-P1P2-2,1.0
DPF1_+_38714762.23-P2-1,0.9993
DPF1_+_38714762.23-P2-2,0.8209
DPF1_-_38714760.23-P2-1,1.0
DPF1_-_38714760.23-P2-2,0.9999
DPF1_-_38714777.23-P2-1,0.4649
DPF1_-_38714777.23-P2-2,0.0548
TCF24_-_67874767.23-P1P2-1,0.3192
TCF24_-_67874767.23-P1P2-2,0.9999
TCF24_-_67874776.23-P1P2-1,0.9707
TCF24_-_67874813.23-P1P2-1,0.3192
TCF24_-_67874813.23-P1P2-2,0.9999
LIN54_+_83933961.23-P1-1,1.0
LIN54_+_83933961.23-P1-2,1.0
LIN54_+_83933964.23-P1-1,1.0
LIN54_+_83933964.23-P1-2,1.0
LIN54_-_83933955.23-P1-1,1.0
LIN54_-_83933955.23-P1-2,1.0
NR0B1_+_30327255.23-P1P2-1,0.661
NR0B1_+_30327255.23-P1P2-2,0.0889
NR0B1_+_30327456.23-P1P2-1,0.8209
NR0B1_+_30327456.23-P1P2-2,1.0
NR0B1_-_30326764.23-P1P2-1,1.0
NR0B1_-_30326764.23-P1P2-2,0.9997
MYRF_+_61522886.23-P2-1,1.0
MYRF_+_61522886.23-P2-2,1.0
MYRF_-_61522859.23-P2-1,1.0
MYRF_-_61522859.23-P2-2,1.0
MYRF_-_61522938.23-P2-1,1.0
MYRF_-_61522938.23-P2-2,1.0
ZNF521_-_22931829.23-P1P2-1,1.0
ZNF521_-_22931829.23-P1P2-2,1.0
ZNF521_-_22931844.23-P1P2-2,1.0
ZNF521_-_22932065.23-P1P2-2,1.0
DMRT3_+_976716.23-P1P2-1,1.0
DMRT3_+_976716.23-P1P2-2,1.0
DMRT3_+_976736.23-P1P2-1,0.7476
DMRT3_+_976736.23-P1P2-2,0.9854
DMRT3_-_976893.23-P1P2-1,0.9993
DMRT3_-_976893.23-P1P2-2,0.0
DDB1_+_61081144.23-P2-1,1.0
DDB1_+_61081144.23-P2-2,1.0
DDB1_-_61081132.23-P2-1,1.0
DDB1_-_61081132.23-P2-2,1.0
DDB1_-_61081397.23-P2-1,1.0
DDB1_-_61081397.23-P2-2,1.0
L3MBTL1_+_42136344.23-P2-1,0.9999
L3MBTL1_+_42136344.23-P2-2,1.0
L3MBTL1_-_42136354.23-P2-1,0.4649
L3MBTL1_-_42136354.23-P2-2,0.4649
L3MBTL1_-_42136364.23-P2-1,0.9993
L3MBTL1_-_42136364.23-P2-2,0.9964
SETDB1_+_150898858.23-P1P2-2,1.0
SETDB1_+_150898929.23-P1P2-1,1.0
SETDB1_+_150898929.23-P1P2-2,1.0
SETDB1_+_150899145.23-P1P2-2,1.0
SMYD2_+_214454534.23-P1P2-1,1.0
SMYD2_+_214454534.23-P1P2-2,1.0
SMYD2_+_214454746.23-P1P2-1,1.0
SMYD2_-_214454578.23-P1P2-2,1.0
OLIG3_+_137815476.23-P1P2-1,0.9999
OLIG3_+_137815476.23-P1P2-2,0.7476
OLIG3_-_137815153.23-P1P2-1,1.0
OLIG3_-_137815153.23-P1P2-2,0.8209
OLIG3_-_137815341.23-P1P2-1,0.1366
OLIG3_-_137815341.23-P1P2-2,1.0
ZNF345_+_37341997.23-P1P2-1,1.0
ZNF345_+_37341997.23-P1P2-2,1.0
ZNF345_-_37341819.23-P1P2-1,1.0
ZNF345_-_37341819.23-P1P2-2,1.0
