,pval_outlier
ZNF232_+_5026367.23-P2-1,1.0
ZNF232_+_5026367.23-P2-2,1.0
ZNF232_-_5026364.23-P2-1,1.0
ZNF232_-_5026379.23-P2-1,1.0
ZNF232_-_5026379.23-P2-2,1.0
SIRT6_+_4182469.23-P1P2-1,1.0
SIRT6_+_4182469.23-P1P2-2,1.0
SIRT6_+_4182514.23-P1P2-1,1.0
SIRT6_+_4182514.23-P1P2-2,1.0
SIRT6_+_4182517.23-P1P2-1,1.0
SIRT6_+_4182517.23-P1P2-2,1.0
ZFP82_+_36909518.23-P1P2-1,1.0
ZFP82_-_36909473.23-P1P2-1,1.0
ZFP82_-_36909473.23-P1P2-2,1.0
ZFP82_-_36909508.23-P1P2-1,1.0
ZFP82_-_36909508.23-P1P2-2,1.0
POU2F2_+_42636606.23-P1P2-2,0.9214
POU2F2_+_42636610.23-P1P2-1,0.6808
POU2F2_+_42636610.23-P1P2-2,0.6808
POU2F2_-_42636581.23-P1P2-1,0.9996
POU2F2_-_42636581.23-P1P2-2,0.9999
LTF_-_46506327.23-P1P2-1,0.0319
LTF_-_46506327.23-P1P2-2,0.9227
LTF_-_46506342.23-P1P2-1,1.0
LTF_-_46506342.23-P1P2-2,0.9984
LTF_-_46506380.23-P1P2-1,0.7476
LTF_-_46506380.23-P1P2-2,1.0
ZNF350_+_52490079.23-P1P2-1,1.0
ZNF350_+_52490079.23-P1P2-2,1.0
ZNF350_-_52489825.23-P1P2-1,1.0
ZNF350_-_52489825.23-P1P2-2,1.0
ZNF350_-_52489844.23-P1P2-1,1.0
MAX_+_65569008.23-P1P2-2,1.0
MAX_-_65568996.23-P1P2-1,1.0
MAX_-_65568996.23-P1P2-2,1.0
GATAD1_+_92076800.23-P1P2-1,0.5
GATAD1_+_92076875.23-P1P2-1,0.8266
GATAD1_+_92076875.23-P1P2-2,0.9999
GATAD1_-_92076976.23-P1P2-1,0.9707
GATAD1_-_92076976.23-P1P2-2,0.5
MBNL2_-_97874662.23-P1P2-1,1.0
MBNL2_-_97874662.23-P1P2-2,1.0
MBNL2_-_97874770.23-P1P2-1,1.0
MBNL2_-_97874770.23-P1P2-2,1.0
MBNL2_-_97874785.23-P1P2-1,1.0
MBNL2_-_97874785.23-P1P2-2,1.0
NCOA2_+_71315988.23-P1P2-1,0.9997
NCOA2_+_71315988.23-P1P2-2,0.367
NCOA2_+_71316025.23-P1P2-1,1.0
NCOA2_+_71316025.23-P1P2-2,0.9531
NCOA2_-_71315844.23-P1P2-1,0.9984
NCOA2_-_71315844.23-P1P2-2,0.9227
MAFB_+_39317635.23-P1P2-1,0.7186
MAFB_+_39317635.23-P1P2-2,1.0
MAFB_+_39317661.23-P1P2-1,0.7186
MAFB_-_39317676.23-P1P2-1,0.7186
HOXD10_+_176973527.23-P1-2,0.0293
HOXD10_-_176973537.23-P1-1,0.9999
HOXD10_-_176973537.23-P1-2,0.9707
HOXD10_-_176973562.23-P1-1,0.9979
HOXD10_-_176973562.23-P1-2,0.3192
AKNA_+_117150188.23-P1-1,1.0
AKNA_+_117150188.23-P1-2,1.0
AKNA_+_117150220.23-P1-1,1.0
AKNA_+_117150220.23-P1-2,1.0
AKNA_+_117150267.23-P1-1,1.0
AKNA_+_117150267.23-P1-2,1.0
IRX5_+_54964814.23-P1P2-1,0.9948
IRX5_+_54965237.23-P1P2-1,0.9948
IRX5_+_54965248.23-P1P2-1,0.7186
IRX5_+_54965248.23-P1P2-2,0.3634
ONECUT2_+_55102591.23-P1P2-1,0.9984
ONECUT2_+_55102591.23-P1P2-2,0.5649
ONECUT2_+_55102653.23-P1P2-1,1.0
ONECUT2_+_55102653.23-P1P2-2,0.0319
ONECUT2_-_55102650.23-P1P2-1,0.9531
ONECUT2_-_55102650.23-P1P2-2,0.9997
TFDP2_+_141747419.23-P1-1,1.0
TFDP2_-_141747423.23-P1-1,1.0
TFDP2_-_141747489.23-P1-1,1.0
TFDP2_-_141747489.23-P1-2,1.0
ZBTB7A_+_4065059.23-P2-1,1.0
ZBTB7A_+_4065059.23-P2-2,0.9964
ZBTB7A_-_4065511.23-P2-1,1.0
ZBTB7A_-_4065511.23-P2-2,0.4649
ZBTB7A_-_4065519.23-P2-1,0.367
ZBTB7A_-_4065519.23-P2-2,0.1366
TIGD5_-_144680281.23-P1P2-1,1.0
TIGD5_-_144680284.23-P1P2-1,1.0
ZNF229_+_44952575.23-P1P2-1,1.0
ZNF229_+_44952575.23-P1P2-2,0.8209
ZNF229_+_44952641.23-P1P2-1,0.9531
ZNF229_+_44952641.23-P1P2-2,0.9531
ZNF229_-_44952588.23-P1P2-1,1.0
ZNF229_-_44952588.23-P1P2-2,0.8792
TBPL2_+_55907107.23-ENST00000247219.5-1,1.0
TBPL2_+_55907294.23-ENST00000247219.5-1,1.0
TBPL2_+_55907294.23-ENST00000247219.5-2,1.0
TBPL2_-_55907277.23-ENST00000247219.5-1,1.0
TBPL2_-_55907277.23-ENST00000247219.5-2,1.0
ZNF540_+_38085847.23-P1-1,1.0
ZNF540_+_38085847.23-P1-2,1.0
ZNF540_-_38085788.23-P1-1,1.0
ZNF540_-_38085788.23-P1-2,1.0
ZNF540_-_38085793.23-P1-1,1.0
ZNF540_-_38085793.23-P1-2,1.0
RBCK1_+_388973.23-P1P2-1,1.0
RBCK1_+_388973.23-P1P2-2,1.0
RBCK1_-_389040.23-P1P2-1,1.0
RBCK1_-_389040.23-P1P2-2,1.0
AHCY_-_32890731.23-P1P2-1,1.0
AHCY_-_32890731.23-P1P2-2,0.2771
AHCY_-_32891095.23-P1P2-1,0.9854
AHCY_-_32891095.23-P1P2-2,0.661
AHCY_-_32891145.23-P1P2-1,0.9964
AHCY_-_32891145.23-P1P2-2,1.0
SIN3A_+_75743779.23-P1-1,1.0
SIN3A_+_75743779.23-P1-2,1.0
ZNF695_+_247171282.23-ENST00000339986.7-1,1.0
ZNF695_+_247171282.23-ENST00000339986.7-2,0.9214
ZNF695_-_247170920.23-ENST00000339986.7-1,0.9707
ZNF695_-_247170920.23-ENST00000339986.7-2,0.6808
ZNF695_-_247171300.23-ENST00000339986.7-2,0.0021
ZNF33A_-_38299725.23-P1P2-2,0.9979
ZNF33A_-_38299730.23-P1P2-1,0.5
ZNF33A_-_38299730.23-P1P2-2,1.0
ZNF33A_-_38299799.23-P1P2-1,0.9912
ZNF33A_-_38299799.23-P1P2-2,0.0786
SALL3_-_76739927.23-P1P2-2,1.0
SALL3_-_76740018.23-P1P2-2,1.0
SALL3_-_76740454.23-P1P2-2,1.0
ID1_+_30193118.23-P1P2-1,1.0
ID1_+_30193118.23-P1P2-2,1.0
ID1_+_30193311.23-P1P2-2,1.0
ID1_-_30193269.23-P1P2-1,1.0
ID1_-_30193269.23-P1P2-2,1.0
RNF4_+_2471214.23-P1P2-1,1.0
RNF4_+_2471214.23-P1P2-2,1.0
RNF4_-_2470887.23-P1P2-2,1.0
AHCTF1_+_247095176.23-P1P2-1,1.0
AHCTF1_+_247095176.23-P1P2-2,1.0
AHCTF1_-_247095134.23-P1P2-1,1.0
AHCTF1_-_247095134.23-P1P2-2,1.0
ZNF772_+_57988670.23-P1P2-1,0.7476
ZNF772_+_57988670.23-P1P2-2,1.0
ZNF772_+_57988910.23-P1P2-1,1.0
ZNF772_+_57988910.23-P1P2-2,0.9997
ZNF772_-_57988699.23-P1P2-1,0.0091
ZNF772_-_57988699.23-P1P2-2,0.9854
ZNF114_+_48774829.23-P1P2-1,1.0
ZNF114_+_48774829.23-P1P2-2,1.0
ZNF114_-_48774638.23-P1P2-1,1.0
ZNF114_-_48774638.23-P1P2-2,1.0
ZNF114_-_48774669.23-P1P2-1,1.0
ZNF114_-_48774669.23-P1P2-2,1.0
ZNF177_+_9473704.23-P2-1,1.0
ZNF177_+_9473704.23-P2-2,0.9731
ZNF177_+_9473765.23-P2-1,0.8792
ZNF177_+_9473765.23-P2-2,0.4649
ZNF177_-_9473967.23-P2-1,0.9926
ZNF177_-_9473967.23-P2-2,1.0
SOX13_+_204042262.23-P1P2-1,1.0
SOX13_-_204042339.23-P1P2-1,1.0
SOX13_-_204042339.23-P1P2-2,1.0
ZNF761_+_53935291.23-P1P2-1,1.0
ZNF761_+_53935291.23-P1P2-2,1.0
ZNF761_+_53935579.23-P1P2-1,1.0
ZNF761_-_53935646.23-P1P2-1,1.0
ZNF761_-_53935646.23-P1P2-2,1.0
HOXB1_+_46608315.23-P1P2-1,0.7476
HOXB1_+_46608315.23-P1P2-2,0.8209
HOXB1_-_46608289.23-P1P2-1,0.5649
HOXB1_-_46608289.23-P1P2-2,1.0
HOXB1_-_46608301.23-P1P2-1,1.0
HOXB1_-_46608301.23-P1P2-2,0.7476
IRF5_+_128578053.23-P1-1,1.0
IRF5_+_128578053.23-P1-2,1.0
IRF5_+_128578069.23-P1-1,1.0
IRF5_+_128578069.23-P1-2,1.0
IRF5_-_128578252.23-P1-1,1.0
IRF5_-_128578252.23-P1-2,1.0
CPEB1_-_83316356.23-ENST00000568128.1-1,0.9979
CPEB1_-_83316356.23-ENST00000568128.1-2,0.9707
CPEB1_-_83316370.23-ENST00000568128.1-1,0.5
CPEB1_-_83316611.23-ENST00000568128.1-1,0.9912
CPEB1_-_83316611.23-ENST00000568128.1-2,0.3192
MXI1_+_111967447.23-P1-1,0.3192
MXI1_+_111967447.23-P1-2,0.9999
MXI1_-_111967446.23-P1-1,0.1734
MXI1_-_111967609.23-P1-1,0.9214
MXI1_-_111967609.23-P1-2,0.9996
ZNF721_+_467703.23-P1-1,0.9999
ZNF721_+_467703.23-P1-2,0.9227
ZNF721_+_467875.23-P1-1,1.0
ZNF721_+_467875.23-P1-2,1.0
ZNF721_+_467943.23-P1-1,0.367
ZNF721_+_467943.23-P1-2,0.661
DEK_+_18264558.23-P1P2-1,1.0
DEK_+_18264687.23-P1P2-1,1.0
DEK_+_18264687.23-P1P2-2,1.0
DEK_+_18264707.23-P1P2-1,1.0
DEK_+_18264707.23-P1P2-2,1.0
HOXD13_+_176957737.23-P1P2-1,1.0
HOXD13_+_176957737.23-P1P2-2,1.0
HOXD13_+_176957845.23-P1P2-1,1.0
ZBTB1_+_64971511.23-P1P2-1,0.0001
ZBTB1_+_64971511.23-P1P2-2,0.1995
ZBTB1_+_64971892.23-P1P2-1,0.9964
ZBTB1_+_64971892.23-P1P2-2,1.0
ZBTB1_-_64971900.23-P1P2-1,0.9854
ZBTB1_-_64971900.23-P1P2-2,0.9926
ZNF24_+_32924385.23-P1P2-1,0.8209
ZNF24_+_32924385.23-P1P2-2,1.0
ZNF24_-_32924237.23-P1P2-1,0.7476
ZNF24_-_32924237.23-P1P2-2,0.0045
ZNF24_-_32924338.23-P1P2-1,1.0
ZNF24_-_32924338.23-P1P2-2,1.0
FOSB_+_45972737.23-P2-1,0.9996
FOSB_+_45972737.23-P2-2,0.3192
FOSB_-_45972782.23-P2-1,0.9707
FOSB_-_45972782.23-P2-2,0.9999
FOSB_-_45972792.23-P2-2,0.1734
TCF19_+_31126360.23-P1-1,0.6808
TCF19_-_31126353.23-P1-1,0.6808
TCF19_-_31126353.23-P1-2,0.5
TCF19_-_31126471.23-P1-1,0.9996
TCF19_-_31126471.23-P1-2,0.9999
TFE3_+_48900575.23-P1P2-1,0.661
TFE3_+_48900575.23-P1P2-2,1.0
TFE3_+_48900832.23-P1P2-1,0.661
TFE3_+_48900832.23-P1P2-2,0.2771
TFE3_-_48900790.23-P1P2-1,1.0
TFE3_-_48900790.23-P1P2-2,1.0
GABPB1_-_50646843.23-P1P2-1,1.0
GABPB1_-_50646843.23-P1P2-2,1.0
GABPB1_-_50646899.23-P1P2-1,1.0
LZTS1_+_20161385.23-P1P2-2,1.0
LZTS1_+_20161429.23-P1P2-1,1.0
LZTS1_+_20161429.23-P1P2-2,1.0
LZTS1_-_20161405.23-P1P2-1,1.0
LZTS1_-_20161405.23-P1P2-2,1.0
ZNF513_+_27603571.23-P1P2-2,1.0
ZNF513_+_27603595.23-P1P2-1,1.0
ZNF513_+_27603595.23-P1P2-2,1.0
ZNF513_-_27603612.23-P1P2-1,1.0
ZNF148_+_125093703.23-P1P2-1,0.5
ZNF148_+_125093703.23-P1P2-2,0.9214
ZNF148_+_125094078.23-P1P2-2,0.3192
ZNF148_-_125093949.23-P1P2-1,0.9979
ZNF148_-_125093949.23-P1P2-2,0.9996
ZNF786_+_148787602.23-P1P2-2,1.0
ZNF786_+_148787725.23-P1P2-2,1.0
ZNF786_-_148787722.23-P1P2-1,1.0
ZNF786_-_148787722.23-P1P2-2,1.0
AHRR_+_321892.23-P1P2-1,0.8266
AHRR_-_321899.23-P1P2-1,0.9707
AHRR_-_321899.23-P1P2-2,0.9979
AHRR_-_322105.23-P1P2-1,1.0
AHRR_-_322105.23-P1P2-2,0.3192
ZNF541_+_48044159.23-P1P2-2,0.9996
ZNF541_+_48044177.23-P1P2-1,0.6808
ZNF541_+_48044177.23-P1P2-2,0.5
ZNF541_+_48044190.23-P1P2-1,0.9979
ZNF541_+_48044190.23-P1P2-2,0.8266
TRIM27_+_28891600.23-P1P2-2,0.6808
TRIM27_-_28891526.23-P1P2-1,0.9996
TRIM27_-_28891526.23-P1P2-2,0.9707
TRIM27_-_28891686.23-P1P2-1,0.5
TRIM27_-_28891686.23-P1P2-2,0.8266
POU1F1_-_87325487.23-P1P2-1,1.0
POU1F1_-_87325487.23-P1P2-2,1.0
POU1F1_-_87325517.23-P1P2-1,1.0
POU1F1_-_87325517.23-P1P2-2,1.0
POU1F1_-_87325748.23-P1P2-1,1.0
POU1F1_-_87325748.23-P1P2-2,1.0
LYL1_+_13213231.23-P1P2-1,0.9993
LYL1_+_13213231.23-P1P2-2,0.0045
LYL1_+_13213681.23-P1P2-1,0.8792
LYL1_+_13213681.23-P1P2-2,1.0
LYL1_-_13213457.23-P1P2-1,0.9964
LYL1_-_13213457.23-P1P2-2,0.9227
ZBTB34_+_129622705.23-P1P2-1,1.0
ZBTB34_+_129622981.23-P1P2-2,1.0
ZBTB34_-_129623018.23-P1P2-2,1.0
TET2_+_106068397.23-P1P2-1,1.0
TET2_+_106068397.23-P1P2-2,0.367
TET2_+_106068405.23-P1P2-1,0.7476
TET2_+_106068405.23-P1P2-2,0.9926
TET2_-_106068105.23-P1P2-1,1.0
TET2_-_106068105.23-P1P2-2,0.8209
ZNF443_+_12551747.23-P1P2-1,1.0
ZNF443_+_12551747.23-P1P2-2,1.0
ZNF443_+_12551774.23-P1P2-1,1.0
ZNF443_+_12551774.23-P1P2-2,1.0
ZNF443_+_12551790.23-P1P2-1,1.0
ZNF443_+_12551790.23-P1P2-2,1.0
ELF5_-_34535238.23-P1P2-2,1.0
ELF5_-_34535253.23-P1P2-1,1.0
ELF5_-_34535253.23-P1P2-2,1.0
ELF5_-_34535275.23-P1P2-1,1.0
ELF5_-_34535275.23-P1P2-2,1.0
SPDEF_+_34523704.23-P1P2-1,0.9707
SPDEF_+_34523704.23-P1P2-2,0.9979
SPDEF_-_34524033.23-P1P2-1,0.6808
SPDEF_-_34524033.23-P1P2-2,0.9996
SPDEF_-_34524042.23-P1P2-2,0.6808
TGIF1_+_3450597.23-P1P2-1,0.9948
TGIF1_-_3450214.23-P1P2-1,0.7186
TGIF1_-_3450214.23-P1P2-2,0.3634
TGIF1_-_3450224.23-P1P2-1,0.9948
MYCN_+_16080720.23-P1-1,0.9707
MYCN_-_16080717.23-P1-1,0.3192
MYCN_-_16080717.23-P1-2,0.9996
MYCN_-_16080725.23-P1-1,0.3192
MYCN_-_16080725.23-P1-2,0.9979
HMGXB3_+_149380294.23-P1P2-1,1.0
HMGXB3_+_149380294.23-P1P2-2,1.0
HMGXB3_+_149380304.23-P1P2-1,1.0
HMGXB3_+_149380346.23-P1P2-1,1.0
HMGXB3_+_149380346.23-P1P2-2,1.0
MLXIPL_+_73038673.23-P1P2-1,1.0
MLXIPL_+_73038830.23-P1P2-1,1.0
MLXIPL_-_73038368.23-P1P2-1,1.0
MLXIPL_-_73038368.23-P1P2-2,1.0
HES5_-_2461511.23-P1P2-1,1.0
HES5_-_2461619.23-P1P2-1,1.0
HES5_-_2461619.23-P1P2-2,1.0
ZBTB7C_+_45935666.23-P1-1,0.5
ZBTB7C_+_45935666.23-P1-2,0.0786
ZBTB7C_+_45935693.23-P1-1,0.9707
ZBTB7C_+_45935693.23-P1-2,0.9912
ZBTB7C_+_45935713.23-P1-1,0.9214
ZNF510_+_99540328.23-P1P2-1,1.0
ZNF510_+_99540328.23-P1P2-2,1.0
ZNF510_-_99540354.23-P1P2-1,1.0
ZNF510_-_99540354.23-P1P2-2,1.0
ZNF510_-_99540372.23-P1P2-1,1.0
ZNF510_-_99540372.23-P1P2-2,1.0
HEY1_+_80679991.23-P1P2-1,0.7186
HEY1_+_80679991.23-P1P2-2,0.7186
HEY1_-_80679935.23-P1P2-2,0.3634
HEY1_-_80679962.23-P1P2-1,1.0
KAT7_+_47866087.23-P1P2-1,1.0
KAT7_-_47866093.23-P1P2-1,1.0
KAT7_-_47866093.23-P1P2-2,1.0
KAT7_-_47866435.23-P1P2-1,1.0
KAT7_-_47866435.23-P1P2-2,1.0
SPEN_-_16174389.23-P1P2-2,1.0
SPEN_-_16174415.23-P1P2-1,1.0
SPEN_-_16174765.23-P1P2-2,1.0
ZNF391_-_27356801.23-P1P2-1,0.9997
ZNF391_-_27356801.23-P1P2-2,0.9964
ZNF391_-_27356840.23-P1P2-1,0.1995
ZNF391_-_27356840.23-P1P2-2,1.0
ZNF391_-_27356858.23-P1P2-1,0.9997
ZNF391_-_27356858.23-P1P2-2,0.367
ZSCAN26_+_28234822.23-P1P2-1,1.0
ZSCAN26_+_28234822.23-P1P2-2,0.9993
ZSCAN26_+_28234876.23-P1P2-1,0.8209
ZSCAN26_+_28234876.23-P1P2-2,1.0
ZSCAN26_-_28234874.23-P1P2-1,0.0091
ZSCAN26_-_28234874.23-P1P2-2,0.1995
STAT3_+_40540410.23-P1P2-1,1.0
STAT3_+_40540410.23-P1P2-2,0.9227
STAT3_-_40540393.23-P1P2-1,1.0
STAT3_-_40540393.23-P1P2-2,0.5649
STAT3_-_40540437.23-P1P2-1,0.5649
STAT3_-_40540437.23-P1P2-2,1.0
MYC_+_128747882.23-P1P2-1,0.7186
MYC_+_128747882.23-P1P2-2,1.0
MYC_-_128748308.23-P1P2-2,0.3634
MYC_-_128748509.23-P1P2-2,0.7186
RBAK_-_5111769.23-P2-1,1.0
RBAK_-_5111769.23-P2-2,0.367
RBAK_-_5111793.23-P2-1,0.9999
RBAK_-_5111793.23-P2-2,0.0
RBAK_-_5111811.23-P2-1,0.9993
RBAK_-_5111811.23-P2-2,1.0
AFF4_-_132299252.23-P1P2-1,0.5649
AFF4_-_132299252.23-P1P2-2,0.0548
AFF4_-_132299279.23-P1P2-1,1.0
AFF4_-_132299279.23-P1P2-2,0.4649
AFF4_-_132299282.23-P1P2-1,1.0
AFF4_-_132299282.23-P1P2-2,1.0
ARID3B_-_74833690.23-P1P2-1,1.0
ARID3B_-_74833690.23-P1P2-2,1.0
ARID3B_-_74833855.23-P1P2-1,1.0
ARID3B_-_74833855.23-P1P2-2,1.0
ARID3B_-_74833936.23-P1P2-1,1.0
ARID3B_-_74833936.23-P1P2-2,1.0
DLX2_+_172967459.23-P1P2-1,0.8266
DLX2_+_172967459.23-P1P2-2,0.5
DLX2_-_172966922.23-P1P2-1,0.9999
DLX2_-_172966922.23-P1P2-2,0.9999
DLX2_-_172967613.23-P1P2-2,0.5
TP73_-_3569149.23-P1P2-1,1.0
TP73_-_3569350.23-P1P2-1,1.0
TP73_-_3569350.23-P1P2-2,1.0
TP73_-_3569572.23-P1P2-2,1.0
ZNF843_+_31454039.23-P1P2-1,1.0
ZNF843_+_31454039.23-P1P2-2,1.0
ZNF843_-_31454054.23-P1P2-1,1.0
ZNF843_-_31454054.23-P1P2-2,1.0
ZNF843_-_31454088.23-P1P2-1,1.0
ZNF843_-_31454088.23-P1P2-2,1.0
ZNF34_+_146012641.23-P1P2-2,1.0
ZNF34_-_146012606.23-P1P2-1,1.0
ZNF34_-_146012606.23-P1P2-2,1.0
ZFP92_+_152683807.23-ENST00000338647.5-1,1.0
ZFP92_+_152683807.23-ENST00000338647.5-2,1.0
ZFP92_+_152683853.23-ENST00000338647.5-1,1.0
ZFP92_+_152683853.23-ENST00000338647.5-2,1.0
ZFP92_-_152683813.23-ENST00000338647.5-1,1.0
ZFP92_-_152683813.23-ENST00000338647.5-2,1.0
ZFP90_+_68573227.23-P1-1,0.1734
ZFP90_+_68573227.23-P1-2,0.9214
ZFP90_+_68573231.23-P1-1,1.0
ZFP90_-_68573257.23-P1-1,0.3192
ZFP90_-_68573257.23-P1-2,0.9912
ATF3_+_212782100.23-P1P2-1,1.0
ATF3_+_212782164.23-P1P2-1,1.0
ATF3_+_212782164.23-P1P2-2,1.0
ATF3_+_212782184.23-P1P2-1,1.0
ATF3_+_212782184.23-P1P2-2,1.0
ZNF714_+_21265128.23-P1P2-1,0.3634
ZNF714_+_21265128.23-P1P2-2,0.7186
ZNF714_-_21265208.23-P1P2-1,0.9948
ZNF714_-_21265208.23-P1P2-2,0.9948
AEBP1_+_44143999.23-P1P2-1,1.0
AEBP1_+_44143999.23-P1P2-2,1.0
AEBP1_+_44144108.23-P1P2-2,1.0
ZNF43_+_22018618.23-P1-1,0.1366
ZNF43_+_22018618.23-P1-2,1.0
ZNF43_-_22018571.23-P1-1,0.367
ZNF43_-_22018571.23-P1-2,1.0
ZNF43_-_22018587.23-P1-1,1.0
ZNF43_-_22018587.23-P1-2,0.367
TRIM25_+_54991355.23-P1P2-1,0.8209
TRIM25_+_54991355.23-P1P2-2,1.0
TRIM25_-_54991025.23-P1P2-1,1.0
TRIM25_-_54991025.23-P1P2-2,0.661
TRIM25_-_54991362.23-P1P2-1,0.0091
TRIM25_-_54991362.23-P1P2-2,0.9984
ZSCAN1_+_58545488.23-P1P2-1,0.8266
ZSCAN1_+_58545488.23-P1P2-2,0.9214
ZSCAN1_-_58545501.23-P1P2-1,0.9912
ZSCAN1_-_58545501.23-P1P2-2,0.9707
ZSCAN1_-_58545747.23-P1P2-2,0.5
ZNF732_+_299193.23-P1P2-1,1.0
ZNF732_+_299193.23-P1P2-2,1.0
ZNF732_+_299202.23-P1P2-1,1.0
ZNF732_+_299233.23-P1P2-1,1.0
ZNF732_+_299233.23-P1P2-2,1.0
ARID3A_+_926082.23-P1P2-1,1.0
ARID3A_-_926022.23-P1P2-2,1.0
ARID3A_-_926435.23-P1P2-1,1.0
ARID3A_-_926435.23-P1P2-2,1.0
RBPJ_-_26322653.23-P1P2-1,1.0
RBPJ_-_26322653.23-P1P2-2,1.0
RBPJ_-_26322682.23-P1P2-1,1.0
RBPJ_-_26322682.23-P1P2-2,1.0
RBPJ_-_26322688.23-P1P2-1,1.0
RBPJ_-_26322688.23-P1P2-2,1.0
HOXC4_+_54448009.23-ENST00000430889.2-2,0.3634
HOXC4_+_54448248.23-ENST00000430889.2-2,0.9366
HOXC4_-_54447647.23-ENST00000430889.2-1,0.9948
HOXC4_-_54447647.23-ENST00000430889.2-2,0.7186
PBX4_+_19729224.23-P1P2-1,1.0
PBX4_+_19729224.23-P1P2-2,1.0
PBX4_+_19729278.23-P1P2-1,1.0
PBX4_+_19729278.23-P1P2-2,1.0
PBX4_+_19729471.23-P1P2-1,1.0
PBX4_+_19729471.23-P1P2-2,1.0
ZNF135_-_58570678.23-P1P2-1,1.0
ZNF135_-_58570678.23-P1P2-2,0.9227
ZNF135_-_58570696.23-P1P2-1,0.0176
ZNF135_-_58570696.23-P1P2-2,1.0
ZNF135_-_58570700.23-P1P2-1,0.9926
ZNF135_-_58570700.23-P1P2-2,0.4649
HDAC1_+_32758190.23-P1P2-2,1.0
HDAC1_-_32757786.23-P1P2-1,1.0
HDAC1_-_32757786.23-P1P2-2,1.0
HDAC1_-_32758125.23-P1P2-1,1.0
HDAC1_-_32758125.23-P1P2-2,1.0
OR2B2-1,1.0
OR2B2-2,1.0
OR2B2-3,1.0
OR2B2-4,1.0
OR2B2-5,1.0
OR2B2-6,1.0
YY1_+_100705579.23-P1P2-1,0.5649
YY1_+_100705579.23-P1P2-2,0.9964
YY1_-_100705185.23-P1P2-1,0.9997
YY1_-_100705185.23-P1P2-2,0.0045
YY1_-_100705701.23-P1P2-1,1.0
YY1_-_100705701.23-P1P2-2,0.367
NR2C2_+_14989105.23-P1P2-2,1.0
NR2C2_-_14989376.23-P1P2-2,1.0
OR10V1-1,1.0
OR10V1-2,1.0
OR10V1-3,1.0
OR10V1-4,1.0
OR10V1-5,1.0
STOX2_+_184826482.23-P1-1,1.0
STOX2_+_184826482.23-P1-2,1.0
STOX2_+_184826707.23-P1-2,1.0
STOX2_+_184826940.23-P1-1,1.0
STOX2_+_184826940.23-P1-2,1.0
ZNF555_+_2841467.23-P1P2-1,0.1366
ZNF555_+_2841467.23-P1P2-2,0.9854
ZNF555_+_2841497.23-P1P2-1,1.0
ZNF555_+_2841497.23-P1P2-2,0.9854
ZNF555_+_2841508.23-P1P2-1,1.0
ZNF555_+_2841508.23-P1P2-2,0.9227
HMGN3_+_79944392.23-P1P2-1,1.0
HMGN3_+_79944392.23-P1P2-2,1.0
HMGN3_+_79944440.23-P1P2-1,1.0
HMGN3_+_79944440.23-P1P2-2,1.0
HMGN3_-_79944391.23-P1P2-1,1.0
HMGN3_-_79944391.23-P1P2-2,1.0
SALL2_+_21994240.23-P1P2-1,0.9214
SALL2_+_21994240.23-P1P2-2,0.5
SALL2_-_21994344.23-P1P2-1,0.9999
SALL2_-_21994344.23-P1P2-2,0.9707
SALL2_-_21994375.23-P1P2-1,0.6808
ING1_+_111366053.23-P1-1,1.0
ING1_+_111366117.23-P1-2,1.0
ING1_-_111366079.23-P1-1,1.0
ING1_-_111366079.23-P1-2,1.0
LRRFIP1_+_238600848.23-P1P2-1,0.9993
LRRFIP1_+_238600848.23-P1P2-2,0.7476
LRRFIP1_+_238600895.23-P1P2-1,1.0
LRRFIP1_+_238600895.23-P1P2-2,0.2771
LRRFIP1_-_238600795.23-P1P2-1,0.8209
LRRFIP1_-_238600795.23-P1P2-2,0.9531
CTCFL_+_56100139.23-P1P2-1,0.9912
CTCFL_+_56100139.23-P1P2-2,0.9707
CTCFL_-_56100074.23-P1P2-1,0.5
CTCFL_-_56100204.23-P1P2-1,0.5
CTCFL_-_56100204.23-P1P2-2,0.9999
ZNF549_+_58038746.23-P1P2-1,1.0
ZNF549_+_58038746.23-P1P2-2,1.0
ZNF549_-_58038831.23-P1P2-1,1.0
ZNF549_-_58039125.23-P1P2-1,1.0
ZNF549_-_58039125.23-P1P2-2,1.0
ZNF764_-_30569636.23-P1P2-1,0.7476
ZNF764_-_30569636.23-P1P2-2,0.9993
ZNF764_-_30569653.23-P1P2-1,0.1995
ZNF764_-_30569653.23-P1P2-2,1.0
ZNF764_-_30569663.23-P1P2-1,1.0
ZNF764_-_30569663.23-P1P2-2,0.9531
ZNF358_+_7580987.23-P1-2,1.0
ZNF358_-_7580975.23-P1-1,1.0
ZNF358_-_7580975.23-P1-2,1.0
ZNF358_-_7581013.23-P1-1,1.0
ZNF358_-_7581013.23-P1-2,1.0
ZSCAN29_+_43661098.23-P1P2-1,1.0
ZSCAN29_+_43661098.23-P1P2-2,0.9731
ZSCAN29_+_43661119.23-P1P2-1,0.9993
ZSCAN29_+_43661119.23-P1P2-2,0.367
ZSCAN29_+_43661192.23-P1P2-1,1.0
ZSCAN29_+_43661192.23-P1P2-2,0.9531
OR4Q3-1,1.0
OR4Q3-2,1.0
OR4Q3-3,1.0
OR4Q3-4,1.0
OR4Q3-5,1.0
OR4Q3-6,1.0
NFKBIE_-_44233220.23-P1P2-2,1.0
