,gRNA_name,status
491,ESRRA_-_64073077.23-P1P2-2,annotation_only
492,ESRRA_-_64073084.23-P1P2-1,annotation_only
493,ETF1_+_137878620.23-P1P2-2,annotation_only
494,ETF1_-_137878861.23-P1P2-1,annotation_only
495,ETF1_-_137878861.23-P1P2-2,annotation_only
496,ETF1_-_137878868.23-P1P2-1,annotation_only
497,ETS1_+_128392027.23-P1P2-2,annotation_only
498,ETS1_+_128392044.23-P1P2-2,annotation_only
499,ETS2_+_40178272.23-P1P2-1,annotation_only
500,ETV3L_-_157069605.23-P1P2-2,annotation_only
501,ETV4_+_41623536.23-P1P2-1,annotation_only
502,ETV5_+_185826850.23-P1P2-1,annotation_only
503,ETV6_-_11802928.23-P1P2-2,annotation_only
504,ETV6_-_11802947.23-P1P2-2,annotation_only
505,EVX1_-_27282432.23-P1P2-1,annotation_only
506,EWSR1_-_29664347.23-P1P2-2,annotation_only
507,EZH1_+_40897041.23-P1P2-2,annotation_only
508,EZH1_+_40897050.23-P1P2-1,annotation_only
509,EZH2_-_148580882.23-P1P2-2,annotation_only
510,FAM170A_-_118965558.23-P1P2-2,annotation_only
511,FEZF2_+_62359163.23-P1P2-1,annotation_only
512,FEZF2_-_62359219.23-P1P2-1,annotation_only
513,FGF3_+_69634161.23-P1P2-1,annotation_only
514,FIGLA_-_71017757.23-P1P2-1,annotation_only
515,FIGLA_-_71017757.23-P1P2-2,annotation_only
516,FIZ1_+_56110843.23-P1P2-2,annotation_only
517,FIZ1_+_56110890.23-P1P2-1,annotation_only
518,FLI1_-_128564029.23-P1P2-2,annotation_only
519,FOSB_-_45972792.23-P2-1,annotation_only
520,FOSL1_-_65667817.23-P1P2-2,annotation_only
521,FOSL2_-_28615812.23-P1P2-1,annotation_only
522,FOXA1_+_38064169.23-P1P2-2,annotation_only
523,FOXC1_-_1610803.23-P1P2-1,annotation_only
524,FOXC2_+_86600651.23-P1P2-1,annotation_only
525,FOXD2_-_47904030.23-P1P2-1,annotation_only
526,FOXD2_-_47904045.23-P1P2-2,annotation_only
527,FOXD3_-_63789518.23-P2-1,annotation_only
528,FOXD3_-_63789521.23-P2-1,annotation_only
529,FOXD3_-_63789543.23-P2-1,annotation_only
530,FOXD4L1_+_114256774.23-ENST00000306507.5-1,annotation_only
531,FOXE1_+_100615510.23-P1P2-2,annotation_only
532,FOXE1_+_100615569.23-P1P2-1,annotation_only
533,FOXF1_-_86544184.23-P1P2-1,annotation_only
534,FOXF1_-_86544184.23-P1P2-2,annotation_only
535,FOXF1_-_86544215.23-P1P2-1,annotation_only
536,FOXF2_-_1389833.23-P1P2-1,annotation_only
537,FOXF2_-_1389880.23-P1P2-2,annotation_only
538,FOXG1_+_29236009.23-P1P2-2,annotation_only
539,FOXG1_-_29236040.23-P1P2-1,annotation_only
540,FOXG1_-_29236040.23-P1P2-2,annotation_only
541,FOXH1_-_145701198.23-P1P2-1,annotation_only
542,FOXI2_+_129535691.23-P1P2-1,annotation_only
543,FOXI3_+_88752179.23-P1P2-2,annotation_only
544,FOXI3_+_88752192.23-P1P2-1,annotation_only
545,FOXJ1_+_74137309.23-P1P2-2,annotation_only
546,FOXK1_+_4722113.23-P1P2-1,annotation_only
547,FOXK1_+_4722113.23-P1P2-2,annotation_only
548,FOXK2_+_80477658.23-P1P2-1,annotation_only
549,FOXK2_+_80477658.23-P1P2-2,annotation_only
550,FOXK2_+_80477670.23-P1P2-1,annotation_only
551,FOXK2_+_80477670.23-P1P2-2,annotation_only
552,FOXK2_+_80477684.23-P1P2-1,annotation_only
553,FOXK2_+_80477684.23-P1P2-2,annotation_only
554,FOXL2_+_138665742.23-P1P2-1,annotation_only
555,FOXM1_+_2986101.23-P1P2-1,annotation_only
556,FOXN1_-_26833391.23-P1P2-2,annotation_only
557,FOXN2_-_48542248.23-P1P2-1,annotation_only
558,FOXN3_-_89883145.23-P2-2,annotation_only
559,FOXN3_-_89883319.23-P2-2,annotation_only
560,FOXN4_+_109746993.23-P1P2-2,annotation_only
561,FOXO1_+_41240713.23-P1P2-2,annotation_only
562,FOXO1_-_41240393.23-P1P2-1,annotation_only
563,FOXO3_-_108881453.23-P1-1,annotation_only
564,FOXO3_-_108882397.23-P2-1,annotation_only
565,FOXO4_-_70315957.23-P1P2-1,annotation_only
566,FOXO4_-_70315960.23-P1P2-1,annotation_only
567,FOXO4_-_70315960.23-P1P2-2,annotation_only
568,FOXO4_-_70316103.23-P1P2-2,annotation_only
569,FOXO6_-_41827184.23-P1P2-1,annotation_only
570,FOXO6_-_41827351.23-P1P2-1,annotation_only
571,FOXO6_-_41827351.23-P1P2-2,annotation_only
572,FOXP1_+_71294244.23-ENST00000498215.1-2,annotation_only
573,FOXP1_+_71632918.23-ENST00000493089.1-2,annotation_only
574,FOXP1_-_71592665.23-ENST00000475937.1-1,annotation_only
575,FOXP1_-_71633079.23-ENST00000318789.4-1,annotation_only
576,FOXP3_-_49121148.23-P1P2-2,annotation_only
577,FOXP4_+_41514116.23-P1P2-2,annotation_only
578,FOXQ1_-_1312381.23-P1P2-2,annotation_only
579,FOXR1_-_118842482.23-P1P2-2,annotation_only
580,FOXR2_+_55649994.23-ENST00000339140.3-2,annotation_only
581,FOXS1_-_30433210.23-P1P2-2,annotation_only
582,FUBP1_+_78444704.23-P1P2-1,annotation_only
583,FUBP1_+_78444704.23-P1P2-2,annotation_only
584,FUBP1_+_78444713.23-P1P2-1,annotation_only
585,FUBP1_+_78444713.23-P1P2-2,annotation_only
586,FUBP1_-_78444322.23-P1P2-1,annotation_only
587,FUBP1_-_78444322.23-P1P2-2,annotation_only
588,FUBP3_-_133454989.23-P1P2-1,annotation_only
589,FUBP3_-_133454989.23-P1P2-2,annotation_only
590,FUBP3_-_133454994.23-P1P2-2,annotation_only
591,FXN_+_71650715.23-P1P2-1,annotation_only
592,FXN_+_71650715.23-P1P2-2,annotation_only
593,FXN_+_71650985.23-P1P2-1,annotation_only
594,FXN_+_71650985.23-P1P2-2,annotation_only
595,FXN_+_71650990.23-P1P2-1,annotation_only
596,FXN_+_71650990.23-P1P2-2,annotation_only
597,GABPA_+_27107880.23-P1P2-2,annotation_only
598,GABPA_-_27107339.23-P1P2-2,annotation_only
599,GABPB1_-_50646883.23-P1P2-1,annotation_only
600,GABPB1_-_50646883.23-P1P2-2,annotation_only
601,GABPB1_-_50646899.23-P1P2-2,annotation_only
602,GAS7_-_10102024.23-ENST00000432992.2-2,annotation_only
603,GATA2_-_128206683.23-P2-1,annotation_only
604,GATA3_+_8096831.23-P1P2-1,annotation_only
605,GATA3_+_8097036.23-P1P2-1,annotation_only
606,GATA5_+_61050681.23-P1P2-2,annotation_only
607,GATA5_-_61050862.23-P1P2-2,annotation_only
608,GATA6_+_19749572.23-P1P2-2,annotation_only
609,GATA6_+_19749633.23-P1P2-2,annotation_only
610,GATAD1_+_92076800.23-P1P2-2,annotation_only
611,GATAD2A_-_19496795.23-P2-1,annotation_only
612,GATAD2A_-_19496795.23-P2-2,annotation_only
613,GATAD2A_-_19496857.23-P2-1,annotation_only
614,GATAD2A_-_19496857.23-P2-2,annotation_only
615,GATAD2B_+_153895140.23-P1P2-1,annotation_only
616,GATAD2B_+_153895140.23-P1P2-2,annotation_only
617,GATAD2B_-_153895381.23-P1P2-1,annotation_only
618,GBX1_-_150864724.23-P1-1,annotation_only
619,GBX2_+_237076937.23-P1P2-1,annotation_only
620,GBX2_+_237076949.23-P1P2-1,annotation_only
621,GCM1_+_53013522.23-P1P2-1,annotation_only
622,GCM2_+_10882224.23-P1P2-2,annotation_only
623,GFI1B_-_135854166.23-P1P2-1,annotation_only
624,GLI1_-_57853581.23-P1P2-1,annotation_only
625,GLI1_-_57853592.23-P1P2-2,annotation_only
626,GLI2_-_121550027.23-ENST00000452319.1-1,annotation_only
627,GLI2_-_121550038.23-ENST00000452319.1-1,annotation_only
628,GLI2_-_121550038.23-ENST00000452319.1-2,annotation_only
629,GLI2_-_121550065.23-ENST00000452319.1-1,annotation_only
630,GLI2_-_121550065.23-ENST00000452319.1-2,annotation_only
631,GLI3_-_42276779.23-P1P2-1,annotation_only
632,GLI4_-_144349662.23-P1P2-2,annotation_only
633,GLI4_-_144349671.23-P1P2-1,annotation_only
634,GLIS1_-_54199549.23-ENST00000312233.2-1,annotation_only
635,GLIS2_+_4384902.23-P1P2-1,annotation_only
636,GLIS3_+_4299832.23-P1P2-1,annotation_only
637,GMEB1_+_28995494.23-P1P2-1,annotation_only
638,GMEB1_+_28995494.23-P1P2-2,annotation_only
639,GMEB1_+_28995513.23-P1P2-1,annotation_only
640,GMEB1_+_28995513.23-P1P2-2,annotation_only
641,GMEB1_-_28995643.23-P1P2-1,annotation_only
642,GMEB2_+_62258390.23-P1P2-1,annotation_only
643,GMEB2_+_62258390.23-P1P2-2,annotation_only
644,GMEB2_-_62258246.23-P1P2-1,annotation_only
645,GMEB2_-_62258246.23-P1P2-2,annotation_only
646,GMEB2_-_62258343.23-P1P2-1,annotation_only
647,GMEB2_-_62258343.23-P1P2-2,annotation_only
648,GON4L_+_155826745.23-P1-1,annotation_only
649,GON4L_+_155826745.23-P1-2,annotation_only
650,GON4L_+_155826845.23-P1-1,annotation_only
651,GON4L_+_155826845.23-P1-2,annotation_only
652,GON4L_-_155826980.23-P1-1,annotation_only
653,GON4L_-_155826980.23-P1-2,annotation_only
654,GPBP1L1_-_46152228.23-P1P2-1,annotation_only
655,GPBP1_-_56470125.23-P1P2-1,annotation_only
656,GRHL2_-_102505460.23-P1P2-2,annotation_only
657,GSC2_-_19137766.23-P1P2-1,annotation_only
658,GSC_-_95236042.23-P1P2-2,annotation_only
659,GSX2_+_54966348.23-P1P2-1,annotation_only
660,GSX2_+_54966389.23-P1P2-1,annotation_only
661,GTF2A1L_+_48845027.23-P1P2-2,annotation_only
662,GTF2A1_+_81687162.23-P1P2-2,annotation_only
663,GTF2A1_+_81687215.23-P1P2-1,annotation_only
664,GTF2A1_+_81687215.23-P1P2-2,annotation_only
665,GTF2A2_+_59949518.23-P1P2-1,annotation_only
666,GTF2A2_+_59949667.23-P1P2-1,annotation_only
667,GTF2A2_-_59949473.23-P1P2-2,annotation_only
668,GTF2B_+_89356991.23-P1P2-1,annotation_only
669,GTF2B_+_89356991.23-P1P2-2,annotation_only
670,GTF2B_+_89357078.23-P1P2-1,annotation_only
671,GTF2B_+_89357078.23-P1P2-2,annotation_only
672,GTF2B_-_89357167.23-P1P2-1,annotation_only
673,GTF2B_-_89357167.23-P1P2-2,annotation_only
674,GTF2E1_+_120461646.23-P1P2-1,annotation_only
675,GTF2E1_+_120461646.23-P1P2-2,annotation_only
676,GTF2E1_-_120461605.23-P1P2-1,annotation_only
677,GTF2E1_-_120461818.23-P1P2-1,annotation_only
678,GTF2F1_+_6393093.23-P1P2-1,annotation_only
679,GTF2F1_+_6393093.23-P1P2-2,annotation_only
680,GTF2F1_-_6393140.23-P1P2-1,annotation_only
681,GTF2F1_-_6393140.23-P1P2-2,annotation_only
682,GTF2F1_-_6393149.23-P1P2-1,annotation_only
683,GTF2F1_-_6393149.23-P1P2-2,annotation_only
684,GTF2F2_+_45694688.23-P1P2-1,annotation_only
685,GTF2F2_+_45694688.23-P1P2-2,annotation_only
686,GTF2F2_-_45694663.23-P1P2-1,annotation_only
687,GTF2F2_-_45694663.23-P1P2-2,annotation_only
688,GTF2F2_-_45694821.23-P1P2-1,annotation_only
689,GTF2H1_-_18344160.23-P1P2-1,annotation_only
690,GTF2H1_-_18344160.23-P1P2-2,annotation_only
691,GTF2H1_-_18344318.23-P1P2-1,annotation_only
692,GTF2H1_-_18344318.23-P1P2-2,annotation_only
693,"GTF2H2_+_70363416.23-ENST00000274400.5,ENST00000330280.7-1",annotation_only
694,"GTF2H2_+_70363445.23-ENST00000274400.5,ENST00000330280.7-1",annotation_only
695,"GTF2H2_+_70363445.23-ENST00000274400.5,ENST00000330280.7-2",annotation_only
696,"GTF2H2_+_70363453.23-ENST00000274400.5,ENST00000330280.7-1",annotation_only
697,"GTF2H2_+_70363453.23-ENST00000274400.5,ENST00000330280.7-2",annotation_only
698,GTF2H3_+_124118404.23-P1P2-1,annotation_only
699,GTF2H3_+_124118404.23-P1P2-2,annotation_only
700,GTF2H3_-_124118399.23-P1P2-1,annotation_only
701,GTF2H3_-_124118399.23-P1P2-2,annotation_only
702,GTF2IRD1_+_73868474.23-P1P2-2,annotation_only
703,GTF2IRD1_+_73868568.23-P1P2-2,annotation_only
704,GTF2IRD1_-_73868311.23-P1P2-1,annotation_only
705,GTF2IRD2_+_74267415.23-ENST00000405086.2-2,annotation_only
706,GTF2IRD2_-_74267741.23-ENST00000405086.2-1,annotation_only
707,GTF2IRD2_-_74267741.23-ENST00000405086.2-2,annotation_only
708,GTF2I_+_74072075.23-P1P2-2,annotation_only
709,GTF3A_-_27998904.23-P1P2-1,annotation_only
710,GTF3A_-_27998904.23-P1P2-2,annotation_only
711,GTF3C3_+_197664358.23-P1P2-1,annotation_only
712,GTF3C3_+_197664358.23-P1P2-2,annotation_only
713,GTF3C3_+_197664394.23-P1P2-1,annotation_only
714,GTF3C3_+_197664394.23-P1P2-2,annotation_only
715,GTF3C3_+_197664398.23-P1P2-1,annotation_only
716,GTF3C3_+_197664398.23-P1P2-2,annotation_only
717,HAND1_+_153857742.23-P1P2-2,annotation_only
718,HAND2_+_174450135.23-P2-1,annotation_only
719,HCFC1_+_153237061.23-P1P2-2,annotation_only
720,HCFC1_-_153237197.23-P1P2-1,annotation_only
721,HCFC1_-_153237197.23-P1P2-2,annotation_only
722,HDAC1_+_32758190.23-P1P2-1,annotation_only
723,HDAC3_+_141016052.23-P1P2-1,annotation_only
724,HDAC3_+_141016052.23-P1P2-2,annotation_only
725,HDAC3_+_141016415.23-P1P2-1,annotation_only
726,HDGF_+_156721484.23-P1P2-1,annotation_only
727,HDGF_+_156721484.23-P1P2-2,annotation_only
728,HDGF_-_156721402.23-P1P2-1,annotation_only
729,HDGF_-_156721402.23-P1P2-2,annotation_only
730,HDGF_-_156721405.23-P1P2-1,annotation_only
731,HELZ2_+_62205398.23-P1-1,annotation_only
732,HES1_+_193853973.23-P1P2-1,annotation_only
733,HES1_+_193853973.23-P1P2-2,annotation_only
734,HES1_-_193853942.23-P1P2-1,annotation_only
735,HES1_-_193853948.23-P1P2-2,annotation_only
736,HES2_+_6484725.23-P2-1,annotation_only
737,HES2_-_6484682.23-P2-2,annotation_only
738,HES5_-_2461511.23-P1P2-2,annotation_only
739,HES5_-_2461627.23-P1P2-1,annotation_only
740,HES5_-_2461627.23-P1P2-2,annotation_only
741,HEY1_-_80679935.23-P1P2-1,annotation_only
742,HEY1_-_80679962.23-P1P2-2,annotation_only
743,HHEX_-_94449724.23-P1P2-2,annotation_only
744,HHEX_-_94449767.23-P1P2-1,annotation_only
745,HHEX_-_94449767.23-P1P2-2,annotation_only
746,HIC2_-_21771720.23-P1-1,annotation_only
747,HIC2_-_21771720.23-P1-2,annotation_only
748,HIC2_-_21771793.23-P1-1,annotation_only
749,HIC2_-_21771793.23-P1-2,annotation_only
750,HIC2_-_21771859.23-P1-1,annotation_only
751,HIC2_-_21771859.23-P1-2,annotation_only
752,HIF1A_+_62162306.23-P1P2-2,annotation_only
753,HIF3A_+_46800496.23-P2-2,annotation_only
754,HIF3A_-_46800372.23-P2-2,annotation_only
755,HINFP_+_118992339.23-P1P2-1,annotation_only
756,HINFP_+_118992339.23-P1P2-2,annotation_only
757,HINFP_-_118992315.23-P1P2-1,annotation_only
758,HINFP_-_118992315.23-P1P2-2,annotation_only
759,HINFP_-_118992359.23-P1P2-1,annotation_only
760,HINFP_-_118992359.23-P1P2-2,annotation_only
761,HIRA_+_19419212.23-P2-1,annotation_only
762,HIRA_+_19419212.23-P2-2,annotation_only
763,HIRA_+_19435194.23-P1-1,annotation_only
764,HIRA_+_19435207.23-P1-2,annotation_only
765,HIRA_-_19418869.23-P2-1,annotation_only
766,HIRA_-_19418869.23-P2-2,annotation_only
767,HIRA_-_19419243.23-P2-1,annotation_only
768,HIVEP1_+_12011983.23-P1P2-2,annotation_only
769,HIVEP1_+_12012188.23-P1P2-1,annotation_only
770,HIVEP1_+_12012188.23-P1P2-2,annotation_only
771,HIVEP1_+_12012264.23-P1P2-1,annotation_only
772,HIVEP2_+_143266330.23-P1P2-2,annotation_only
773,HIVEP2_-_143266244.23-P1P2-1,annotation_only
774,HMG20A_-_77713295.23-P1P2-1,annotation_only
775,HMGA1_-_34204692.23-P1P2-2,annotation_only
776,HMGA2_+_66218840.23-P1P2-1,annotation_only
777,HMGB1_+_31039909.23-P1-1,annotation_only
778,HMGB1_+_31191616.23-P2-1,annotation_only
779,HMGB1_+_31191616.23-P2-2,annotation_only
780,HMGB3_+_150151953.23-P1P2-1,annotation_only
781,HMGB3_-_150152173.23-P1P2-1,annotation_only
782,HMGN2_+_26799363.23-P1P2-1,annotation_only
783,HMGN2_+_26799363.23-P1P2-2,annotation_only
784,HMGXB3_+_149380304.23-P1P2-2,annotation_only
785,HMX1_+_8873528.23-P1P2-2,annotation_only
786,HMX2_-_124907719.23-P1P2-2,annotation_only
787,HMX3_+_124895494.23-P1P2-1,annotation_only
788,HMX3_+_124895494.23-P1P2-2,annotation_only
789,HMX3_+_124895716.23-P1P2-2,annotation_only
790,HNF1B_-_36105012.23-P1P2-2,annotation_only
791,HNF4G_+_76320133.23-P1-1,annotation_only
792,HNF4G_-_76320305.23-P1-2,annotation_only
793,HNRNPK_+_86595098.23-P1P2-1,annotation_only
794,HNRNPK_+_86595098.23-P1P2-2,annotation_only
795,HNRNPK_+_86595516.23-P1P2-1,annotation_only
796,HNRNPK_+_86595516.23-P1P2-2,annotation_only
797,HNRNPU_+_245027773.23-P1P2-1,annotation_only
798,HNRNPU_+_245027779.23-P1P2-1,annotation_only
799,HOXA10_-_27213722.23-P1P2-2,annotation_only
800,HOXA11_-_27224660.23-P1P2-1,annotation_only
801,HOXA13_-_27239301.23-P1P2-1,annotation_only
802,HOXA13_-_27239301.23-P1P2-2,annotation_only
803,HOXA6_-_27190582.23-P1P2-2,annotation_only
804,HOXA7_+_27196037.23-P1P2-1,annotation_only
805,HOXA9_-_27204908.23-P1P2-2,annotation_only
806,HOXB2_-_46621998.23-P1P2-1,annotation_only
807,HOXB2_-_46622058.23-P1P2-1,annotation_only
808,HOXB8_+_46690604.23-P1-1,annotation_only
809,HOXB8_-_46692204.23-P2-1,annotation_only
810,HOXC10_-_54378980.23-P1P2-1,annotation_only
811,HOXC4_+_54448009.23-ENST00000430889.2-1,annotation_only
812,HOXC4_+_54448248.23-ENST00000430889.2-1,annotation_only
813,HOXC5_+_54410719.23-P1P2-1,annotation_only
814,HOXC5_-_54411117.23-P1P2-1,annotation_only
815,HOXC6_+_54410715.23-P1P2-1,annotation_only
816,HOXC8_+_54402790.23-P1P2-1,annotation_only
817,HOXD10_+_176973527.23-P1-1,annotation_only
818,HOXD11_+_176969273.23-P1P2-2,annotation_only
819,HOXD13_+_176957845.23-P1P2-2,annotation_only
820,HOXD13_-_176957650.23-P1P2-1,annotation_only
821,HOXD13_-_176957650.23-P1P2-2,annotation_only
822,HOXD1_-_177053454.23-P1P2-1,annotation_only
823,HOXD3_-_177001381.23-P1P2-1,annotation_only
824,HOXD8_-_176994517.23-P1P2-2,annotation_only
825,HOXD8_-_176995362.23-P1P2-1,annotation_only
826,HSF1_+_145515304.23-P1P2-2,annotation_only
827,HSF1_-_145515702.23-P1P2-1,annotation_only
828,HSF4_+_67198863.23-P1P2-1,annotation_only
829,HSF4_+_67198863.23-P1P2-2,annotation_only
830,ID1_+_30193311.23-P1P2-1,annotation_only
831,ID4_-_19837657.23-P1P2-1,annotation_only
832,IGFBP1_+_45928097.23-P1P2-1,annotation_only
833,IGHMBP2_-_68671391.23-P1P2-1,annotation_only
834,IGHMBP2_-_68671391.23-P1P2-2,annotation_only
835,IGHMBP2_-_68671417.23-P1P2-1,annotation_only
836,IGHMBP2_-_68671595.23-P1P2-1,annotation_only
837,IGHMBP2_-_68671595.23-P1P2-2,annotation_only
838,IKZF1_-_50344397.23-P1P2-2,annotation_only
839,IKZF4_-_56401281.23-P1-1,annotation_only
840,IKZF5_+_124768268.23-P1P2-1,annotation_only
841,IKZF5_+_124768268.23-P1P2-2,annotation_only
842,IKZF5_+_124768280.23-P1P2-1,annotation_only
843,IKZF5_+_124768280.23-P1P2-2,annotation_only
844,ILF2_+_153643430.23-P1P2-1,annotation_only
845,ILF2_+_153643430.23-P1P2-2,annotation_only
846,ILF2_-_153643399.23-P1P2-1,annotation_only
847,ILF2_-_153643399.23-P1P2-2,annotation_only
848,ILF2_-_153643469.23-P1P2-1,annotation_only
849,ILF2_-_153643469.23-P1P2-2,annotation_only
850,ILF3_+_10765012.23-P1P2-1,annotation_only
851,ILF3_+_10765030.23-P1P2-1,annotation_only
852,ILF3_+_10765030.23-P1P2-2,annotation_only
853,ILF3_+_10765043.23-P1P2-1,annotation_only
854,ING1_+_111366053.23-P1-2,annotation_only
855,ING1_+_111366117.23-P1-1,annotation_only
856,INSM1_-_20348766.23-P1P2-2,annotation_only
857,IRF3_+_50168800.23-P1P2-2,annotation_only
858,IRF8_-_85932803.23-P1P2-1,annotation_only
859,IRX1_+_3596391.23-P1P2-2,annotation_only
860,IRX2_-_2751388.23-P1P2-1,annotation_only
861,IRX2_-_2751522.23-P1P2-1,annotation_only
862,IRX2_-_2751735.23-P1P2-1,annotation_only
863,IRX2_-_2751735.23-P1P2-2,annotation_only
864,IRX5_+_54964814.23-P1P2-2,annotation_only
865,IRX5_+_54965237.23-P1P2-2,annotation_only
866,IRX6_+_55358132.23-P1P2-1,annotation_only
867,IRX6_+_55358132.23-P1P2-2,annotation_only
868,IRX6_+_55358175.23-P1P2-1,annotation_only
869,IRX6_+_55358175.23-P1P2-2,annotation_only
870,IRX6_+_55358282.23-P1P2-1,annotation_only
871,IRX6_+_55358282.23-P1P2-2,annotation_only
872,ISL1_+_50682000.23-P2-2,annotation_only
873,ISL2_-_76629159.23-P1P2-1,annotation_only
874,JAZF1_+_28219944.23-P1P2-1,annotation_only
875,JAZF1_-_28220343.23-P1P2-1,annotation_only
876,JDP2_+_75894761.23-P1P2-1,annotation_only
877,JDP2_-_75894757.23-P1P2-2,annotation_only
878,JUND_+_18392318.23-P1P2-1,annotation_only
879,JUND_+_18392318.23-P1P2-2,annotation_only
880,JUND_-_18392212.23-P1P2-1,annotation_only
881,JUND_-_18392212.23-P1P2-2,annotation_only
882,JUP_-_39942920.23-P1P2-1,annotation_only
883,JUP_-_39942928.23-P1P2-1,annotation_only
884,KAT2A_+_40273327.23-P1P2-1,annotation_only
885,KAT2A_+_40273327.23-P1P2-2,annotation_only
886,KAT2A_+_40273330.23-P1P2-1,annotation_only
887,KAT2A_+_40273330.23-P1P2-2,annotation_only
888,KAT2A_-_40273376.23-P1P2-1,annotation_only
889,KAT2A_-_40273376.23-P1P2-2,annotation_only
890,KAT7_+_47866087.23-P1P2-2,annotation_only
891,KCMF1_+_85198464.23-P1P2-1,annotation_only
892,KCMF1_-_85198480.23-P1P2-2,annotation_only
893,KCMF1_-_85198522.23-P1P2-1,annotation_only
894,KDM2A_-_66886795.23-P1P2-1,annotation_only
895,KDM2A_-_66886795.23-P1P2-2,annotation_only
896,KDM2B_+_122018460.23-ENST00000377069.4-1,annotation_only
897,KDM2B_-_122018473.23-ENST00000377069.4-1,annotation_only
898,KDM2B_-_122018913.23-ENST00000377071.4-2,annotation_only
899,KIAA1549_-_138665833.23-P1P2-2,annotation_only
900,KIAA1549_-_138665895.23-P1P2-1,annotation_only
901,KIAA1549_-_138666072.23-P1P2-1,annotation_only
902,KIAA1549_-_138666072.23-P1P2-2,annotation_only
903,KIAA2018_+_113415438.23-P1P2-2,annotation_only
904,KIN_+_7829774.23-P1P2-2,annotation_only
905,KIN_+_7829890.23-P1P2-1,annotation_only
906,KIN_+_7829890.23-P1P2-2,annotation_only
907,KIN_-_7829568.23-P1P2-1,annotation_only
908,KLF10_+_103667888.23-P1-2,annotation_only
909,KLF10_-_103665615.23-P2-2,annotation_only
910,KLF10_-_103666023.23-P2-1,annotation_only
911,KLF10_-_103666027.23-P2-1,annotation_only
912,KLF10_-_103666027.23-P2-2,annotation_only
913,KLF10_-_103667898.23-P1-1,annotation_only
914,KLF10_-_103667898.23-P1-2,annotation_only
915,KLF11_-_10183744.23-P1P2-2,annotation_only
916,KLF12_+_74708401.23-P1P2-1,annotation_only
917,KLF15_+_126075970.23-P1P2-2,annotation_only
918,KLF15_+_126076074.23-P1P2-2,annotation_only
919,KLF15_+_126076191.23-P1P2-1,annotation_only
920,KLF15_+_126076191.23-P1P2-2,annotation_only
921,KLF16_-_1863107.23-P1P2-2,annotation_only
922,KLF16_-_1863582.23-P1P2-1,annotation_only
923,KLF16_-_1863582.23-P1P2-2,annotation_only
924,KLF16_-_1863585.23-P1P2-1,annotation_only
925,KLF16_-_1863585.23-P1P2-2,annotation_only
926,KLF17_+_44584565.23-ENST00000372299.3-2,annotation_only
927,KLF17_-_44584530.23-ENST00000372299.3-2,annotation_only
928,KLF1_+_12997837.23-P1P2-1,annotation_only
929,KLF2_+_16435706.23-P1P2-1,annotation_only
930,KLF2_+_16435706.23-P1P2-2,annotation_only
931,KLF3_+_38665785.23-P1P2-2,annotation_only
932,KLF3_+_38665832.23-P1P2-2,annotation_only
933,KLF4_-_110250652.23-P2-2,annotation_only
934,KLF7_-_208031139.23-P1P2-1,annotation_only
935,KMT2A_+_118307196.23-P1P2-2,annotation_only
936,KMT2B_+_36208901.23-P1-1,annotation_only
937,KMT2B_+_36208901.23-P1-2,annotation_only
938,KMT2B_-_36208912.23-P1-1,annotation_only
939,KMT2B_-_36211198.23-P2-2,annotation_only
940,L3MBTL1_-_42143121.23-P1-1,annotation_only
941,L3MBTL3_+_130339705.23-P1P2-1,annotation_only
942,L3MBTL4_-_6414858.23-P1P2-2,annotation_only
943,LBX1_-_102988896.23-P1P2-2,annotation_only
944,LCORL_+_18023363.23-P1P2-2,annotation_only
945,LCORL_-_18023302.23-P1P2-1,annotation_only
946,LCORL_-_18023478.23-P1P2-2,annotation_only
947,LCOR_+_98592971.23-P1P2-1,annotation_only
948,LCOR_+_98592971.23-P1P2-2,annotation_only
949,LCOR_-_98592067.23-P1P2-1,annotation_only
950,LCOR_-_98592067.23-P1P2-2,annotation_only
951,LDB1_+_103874728.23-P2-1,annotation_only
952,LDB1_+_103874728.23-P2-2,annotation_only
953,LDB1_-_103874283.23-P2-2,annotation_only
954,LDB1_-_103880082.23-P1-2,annotation_only
955,LDB2_-_16900263.23-P1P2-1,annotation_only
956,LEF1_+_109089998.23-P2-1,annotation_only
957,LEUTX_+_40267258.23-ENST00000396841.4-2,annotation_only
958,LEUTX_+_40267624.23-ENST00000396841.4-1,annotation_only
959,LEUTX_+_40267624.23-ENST00000396841.4-2,annotation_only
960,LHX1_-_35294454.23-P1P2-2,annotation_only
961,LHX2_+_126774039.23-P1P2-1,annotation_only
962,LHX3_+_139094919.23-P1-2,annotation_only
963,LHX6_+_124991207.23-P1-1,annotation_only
964,LHX6_+_124991207.23-P1-2,annotation_only
965,LHX6_+_124991210.23-P1-1,annotation_only
966,LHX8_+_75602152.23-P1P2-2,annotation_only
967,LHX8_+_75602269.23-P1P2-1,annotation_only
968,LHX8_+_75602269.23-P1P2-2,annotation_only
969,LIN28A_+_26737302.23-P1P2-2,annotation_only
970,LIN28A_-_26737331.23-P1P2-1,annotation_only
971,LIN28A_-_26737603.23-P1P2-2,annotation_only
972,LIN54_+_83931929.23-P2-1,annotation_only
973,LIN9_+_226496833.23-P1P2-2,annotation_only
974,LIN9_-_226496818.23-P1P2-1,annotation_only
