,gRNA_name,status
975,LIN9_-_226496818.23-P1P2-2,annotation_only
976,LITAF_+_11680700.23-P1P2-1,annotation_only
977,LITAF_+_11680752.23-P1P2-1,annotation_only
978,LITAF_+_11680752.23-P1P2-2,annotation_only
979,LITAF_+_11680755.23-P1P2-2,annotation_only
980,LMO1_+_8285393.23-P2-1,annotation_only
981,LMO3_+_16759200.23-P1-1,annotation_only
982,LMO4_+_87794348.23-P1P2-1,annotation_only
983,LMX1B_+_129376441.23-P1P2-1,annotation_only
984,LMX1B_+_129376441.23-P1P2-2,annotation_only
985,LRPPRC_+_44223082.23-P1P2-1,annotation_only
986,LRPPRC_+_44223082.23-P1P2-2,annotation_only
987,LRPPRC_-_44223133.23-P1P2-1,annotation_only
988,LRPPRC_-_44223133.23-P1P2-2,annotation_only
989,LZTR1_-_21336663.23-P1P2-1,annotation_only
990,LZTR1_-_21336663.23-P1P2-2,annotation_only
991,LZTS1_+_20161385.23-P1P2-1,annotation_only
992,MAFA_-_144512450.23-P1P2-1,annotation_only
993,MAFA_-_144512801.23-P1P2-1,annotation_only
994,MAFB_+_39317661.23-P1P2-2,annotation_only
995,MAFB_-_39317676.23-P1P2-2,annotation_only
996,MAFF_-_38598218.23-P1P2-1,annotation_only
997,MAFG_+_79885558.23-P1P2-1,annotation_only
998,MAFG_-_79885317.23-P1P2-2,annotation_only
999,MAFG_-_79885552.23-P1P2-1,annotation_only
1000,MAFG_-_79885552.23-P1P2-2,annotation_only
1001,MAFK_+_1570609.23-P1P2-2,annotation_only
1002,MAFK_-_1570349.23-P1P2-1,annotation_only
1003,MAFK_-_1570349.23-P1P2-2,annotation_only
1004,MAFK_-_1570361.23-P1P2-1,annotation_only
1005,MAF_-_79634466.23-P1P2-1,annotation_only
1006,MAF_-_79634466.23-P1P2-2,annotation_only
1007,MAPK8IP1_+_45907263.23-P2-2,annotation_only
1008,MAPK8IP1_-_45921719.23-P1-1,annotation_only
1009,MAPK8IP1_-_45921719.23-P1-2,annotation_only
1010,MARS_+_57881899.23-P1P2-1,annotation_only
1011,MARS_+_57881899.23-P1P2-2,annotation_only
1012,MARS_+_57882267.23-P1P2-1,annotation_only
1013,MARS_+_57882267.23-P1P2-2,annotation_only
1014,MARS_-_57881943.23-P1P2-2,annotation_only
1015,MAX_+_65569008.23-P1P2-1,annotation_only
1016,MAX_-_65569252.23-P1P2-1,annotation_only
1017,MAX_-_65569252.23-P1P2-2,annotation_only
1018,MAZ_+_29818121.23-P1P2-2,annotation_only
1019,MAZ_+_29818273.23-P1P2-1,annotation_only
1020,MBD2_+_51750557.23-P1P2-1,annotation_only
1021,MBD2_+_51750557.23-P1P2-2,annotation_only
1022,MBD2_+_51750962.23-P1P2-2,annotation_only
1023,MBD3_+_1592727.23-P1P2-1,annotation_only
1024,MBD3_+_1592727.23-P1P2-2,annotation_only
1025,MBD3_-_1592279.23-P1P2-1,annotation_only
1026,MBD3_-_1592569.23-P1P2-1,annotation_only
1027,MBD6_-_57916699.23-P1P2-2,annotation_only
1028,MECOM_-_169381084.23-P1P2-2,annotation_only
1029,MECP2_-_153363132.23-P1P2-1,annotation_only
1030,MECP2_-_153363132.23-P1P2-2,annotation_only
1031,MED20_+_41888837.23-P1P2-1,annotation_only
1032,MED20_+_41888837.23-P1P2-2,annotation_only
1033,MED20_-_41888773.23-P1P2-1,annotation_only
1034,MED8_+_43855264.23-P1P2-1,annotation_only
1035,MED8_+_43855401.23-P1P2-1,annotation_only
1036,MED8_+_43855401.23-P1P2-2,annotation_only
1037,MEF2A_-_100106261.23-P1P2-1,annotation_only
1038,MEF2A_-_100106261.23-P1P2-2,annotation_only
1039,MEF2C_-_88179122.23-P1P2-1,annotation_only
1040,MEIS2_+_37392422.23-P1P2-1,annotation_only
1041,MEIS3_-_47922702.23-P1-1,annotation_only
1042,MEIS3_-_47922702.23-P1-2,annotation_only
1043,MESP1_+_90294029.23-P1P2-1,annotation_only
1044,MESP2_+_90319915.23-P1P2-2,annotation_only
1045,MIER1_+_67390982.23-P1-1,annotation_only
1046,MIER1_-_67390720.23-P1-2,annotation_only
1047,MIER1_-_67390733.23-P1-1,annotation_only
1048,MIER1_-_67390733.23-P1-2,annotation_only
1049,MIER2_-_344716.23-P1P2-1,annotation_only
1050,MIER2_-_344783.23-P1P2-1,annotation_only
1051,MIER3_+_56247910.23-P1P2-2,annotation_only
1052,MIER3_+_56247919.23-P1P2-2,annotation_only
1053,MIS18BP1_+_45722332.23-P1P2-1,annotation_only
1054,MIS18BP1_+_45722332.23-P1P2-2,annotation_only
1055,MIS18BP1_+_45722381.23-P1P2-1,annotation_only
1056,MIS18BP1_+_45722381.23-P1P2-2,annotation_only
1057,MIS18BP1_+_45722384.23-P1P2-1,annotation_only
1058,MIS18BP1_+_45722384.23-P1P2-2,annotation_only
1059,MIXL1_+_226411425.23-P1P2-1,annotation_only
1060,MIXL1_-_226411272.23-P1P2-1,annotation_only
1061,MIXL1_-_226411272.23-P1P2-2,annotation_only
1062,MKX_+_28034707.23-P1-2,annotation_only
1063,MLLT1_+_6279869.23-P1P2-1,annotation_only
1064,MLLT1_+_6279878.23-P1P2-1,annotation_only
1065,MLLT1_+_6279915.23-P1P2-1,annotation_only
1066,MLLT1_+_6279915.23-P1P2-2,annotation_only
1067,MLLT3_+_20622309.23-P1P2-2,annotation_only
1068,MLLT3_-_20622368.23-P1P2-2,annotation_only
1069,MLXIPL_+_73038673.23-P1P2-2,annotation_only
1070,MLXIPL_+_73038830.23-P1P2-2,annotation_only
1071,MNAT1_+_61201445.23-P1P2-1,annotation_only
1072,MNAT1_+_61201445.23-P1P2-2,annotation_only
1073,MNAT1_-_61201494.23-P1P2-1,annotation_only
1074,MNAT1_-_61201494.23-P1P2-2,annotation_only
1075,MNAT1_-_61201567.23-P1P2-1,annotation_only
1076,MNAT1_-_61201567.23-P1P2-2,annotation_only
1077,MNT_+_2304282.23-P1P2-1,annotation_only
1078,MNT_+_2304311.23-P1P2-1,annotation_only
1079,MNT_+_2304311.23-P1P2-2,annotation_only
1080,MNT_-_2304431.23-P1P2-1,annotation_only
1081,MSANTD3_+_103189639.23-P1P2-1,annotation_only
1082,MSANTD3_+_103189639.23-P1P2-2,annotation_only
1083,MSANTD3_+_103189663.23-P1P2-1,annotation_only
1084,MSANTD3_+_103189663.23-P1P2-2,annotation_only
1085,MSANTD3_-_103189493.23-P1P2-1,annotation_only
1086,MSANTD3_-_103189493.23-P1P2-2,annotation_only
1087,MSANTD4_+_105892893.23-P1P2-1,annotation_only
1088,MSANTD4_-_105892869.23-P1P2-1,annotation_only
1089,MSLN_+_811185.23-P1P2-1,annotation_only
1090,MSLN_-_811142.23-P1P2-1,annotation_only
1091,MSLN_-_811142.23-P1P2-2,annotation_only
1092,MSLN_-_811153.23-P1P2-1,annotation_only
1093,MSLN_-_811153.23-P1P2-2,annotation_only
1094,MSX1_-_4861451.23-P1P2-2,annotation_only
1095,MTA1_+_105886406.23-P1P2-1,annotation_only
1096,MTA1_+_105886406.23-P1P2-2,annotation_only
1097,MTA1_+_105886411.23-P1P2-1,annotation_only
1098,MTA1_+_105886411.23-P1P2-2,annotation_only
1099,MTA1_+_105886542.23-P1P2-1,annotation_only
1100,MTA2_+_62368883.23-P1P2-1,annotation_only
1101,MTA2_+_62369066.23-P1P2-2,annotation_only
1102,MTA3_+_42795764.23-P1P2-1,annotation_only
1103,MTA3_+_42795764.23-P1P2-2,annotation_only
1104,MTERFD1_+_97273772.23-P1P2-1,annotation_only
1105,MTERFD1_+_97273772.23-P1P2-2,annotation_only
1106,MTERFD1_-_97273766.23-P1P2-1,annotation_only
1107,MTERFD1_-_97273766.23-P1P2-2,annotation_only
1108,MTERFD1_-_97273784.23-P1P2-1,annotation_only
1109,MTERFD1_-_97273784.23-P1P2-2,annotation_only
1110,MTERFD2_+_242041684.23-P1P2-2,annotation_only
1111,MTERFD2_-_242041673.23-P1P2-1,annotation_only
1112,MXD4_+_2263795.23-P1P2-1,annotation_only
1113,MXD4_+_2263818.23-P1P2-1,annotation_only
1114,MXD4_-_2263823.23-P1P2-1,annotation_only
1115,MXI1_+_111985730.23-P2-2,annotation_only
1116,MXI1_-_111967446.23-P1-2,annotation_only
1117,MXI1_-_111985770.23-P2-1,annotation_only
1118,MXI1_-_111985943.23-P2-2,annotation_only
1119,MYBBP1A_+_4458412.23-P1P2-1,annotation_only
1120,MYBBP1A_+_4458412.23-P1P2-2,annotation_only
1121,MYBBP1A_+_4458615.23-P1P2-1,annotation_only
1122,MYBBP1A_+_4458615.23-P1P2-2,annotation_only
1123,MYBBP1A_-_4458610.23-P1P2-1,annotation_only
1124,MYBBP1A_-_4458610.23-P1P2-2,annotation_only
1125,MYBL1_-_67525221.23-P1P2-2,annotation_only
1126,MYBL2_+_42295803.23-P1P2-1,annotation_only
1127,MYBL2_+_42295803.23-P1P2-2,annotation_only
1128,MYBL2_-_42295775.23-P1P2-1,annotation_only
1129,MYBL2_-_42295775.23-P1P2-2,annotation_only
1130,MYBL2_-_42296106.23-P1P2-1,annotation_only
1131,MYBL2_-_42296106.23-P1P2-2,annotation_only
1132,MYCN_+_16080720.23-P1-2,annotation_only
1133,MYC_-_128748308.23-P1P2-1,annotation_only
1134,MYC_-_128748509.23-P1P2-1,annotation_only
1135,MYF5_+_81110750.23-P1P2-1,annotation_only
1136,MYRF_+_61520122.23-P1-1,annotation_only
1137,MYRF_-_61520126.23-P1-1,annotation_only
1138,MYRF_-_61520126.23-P1-2,annotation_only
1139,MYRF_-_61520138.23-P1-1,annotation_only
1140,MYRF_-_61520138.23-P1-2,annotation_only
1141,MYSM1_+_59165675.23-P1P2-1,annotation_only
1142,MYSM1_+_59165675.23-P1P2-2,annotation_only
1143,MYSM1_+_59165688.23-P1P2-1,annotation_only
1144,MYSM1_+_59165688.23-P1P2-2,annotation_only
1145,MYSM1_+_59165720.23-P1P2-1,annotation_only
1146,MYSM1_+_59165720.23-P1P2-2,annotation_only
1147,NACC2_+_138987077.23-P1P2-1,annotation_only
1148,NACC2_+_138987119.23-P1P2-2,annotation_only
1149,NACC2_+_138987133.23-P1P2-1,annotation_only
1150,NACC2_+_138987133.23-P1P2-2,annotation_only
1151,NANOG_+_7942378.23-P1P2-1,annotation_only
1152,NANOG_+_7942378.23-P1P2-2,annotation_only
1153,NANOG_-_7942499.23-P1P2-1,annotation_only
1154,NANOG_-_7942499.23-P1P2-2,annotation_only
1155,NCL_+_232326233.23-P2-1,annotation_only
1156,NCL_+_232326244.23-P2-1,annotation_only
1157,NCL_-_232329157.23-P1-1,annotation_only
1158,NCL_-_232329157.23-P1-2,annotation_only
1159,NCL_-_232329175.23-P1-1,annotation_only
1160,NCL_-_232329175.23-P1-2,annotation_only
1161,NCL_-_232329198.23-P1-1,annotation_only
1162,NCOA3_-_46130669.23-P1P2-1,annotation_only
1163,NCOA3_-_46130669.23-P1P2-2,annotation_only
1164,NCOA3_-_46130684.23-P1P2-1,annotation_only
1165,NCOA3_-_46130684.23-P1P2-2,annotation_only
1166,NCOA3_-_46130697.23-P1P2-1,annotation_only
1167,NCOA6_+_33413352.23-P1P2-1,annotation_only
1168,NCOA6_-_33413421.23-P1P2-1,annotation_only
1169,NCOA6_-_33413421.23-P1P2-2,annotation_only
1170,NCOR1_+_16118586.23-P1P2-2,annotation_only
1171,NCOR1_-_16118644.23-P1P2-1,annotation_only
1172,NCOR1_-_16118768.23-P1P2-2,annotation_only
1173,"NCOR2_-_125019914.23-ENST00000356219.3,ENST00000397355.1,ENST00000404621.1,ENST00000429285.2-2",annotation_only
1174,NELFE_+_31926311.23-P1P2-1,annotation_only
1175,NELFE_+_31926691.23-P1P2-1,annotation_only
1176,NELFE_+_31926720.23-P1P2-1,annotation_only
1177,NEUROD2_-_37763998.23-P1P2-1,annotation_only
1178,NEUROD4_-_55413828.23-P1P2-1,annotation_only
1179,NEUROG2_-_113437263.23-P1P2-2,annotation_only
1180,NF1_-_29422404.23-P1P2-2,annotation_only
1181,NF1_-_29422451.23-P1P2-1,annotation_only
1182,NFATC1_+_77160389.23-P2-2,annotation_only
1183,NFATC1_-_77160349.23-P2-1,annotation_only
1184,NFATC1_-_77160399.23-P2-1,annotation_only
1185,NFATC3_-_68119360.23-P1P2-1,annotation_only
1186,NFATC3_-_68119360.23-P1P2-2,annotation_only
1187,NFATC3_-_68119366.23-P1P2-1,annotation_only
1188,NFATC3_-_68119366.23-P1P2-2,annotation_only
1189,NFATC3_-_68119372.23-P1P2-1,annotation_only
1190,NFATC3_-_68119372.23-P1P2-2,annotation_only
1191,NFE2L1_-_46126183.23-P1P2-2,annotation_only
1192,NFE2L1_-_46126196.23-P1P2-2,annotation_only
1193,NFE2L2_-_178129252.23-P1-1,annotation_only
1194,NFE2L3_+_26192041.23-P1P2-1,annotation_only
1195,NFE2L3_+_26192041.23-P1P2-2,annotation_only
1196,NFE2L3_-_26192061.23-P1P2-1,annotation_only
1197,NFE4_+_102614089.23-P1P2-1,annotation_only
1198,NFE4_+_102614089.23-P1P2-2,annotation_only
1199,NFE4_+_102614312.23-P1P2-1,annotation_only
1200,NFE4_+_102614312.23-P1P2-2,annotation_only
1201,NFE4_+_102614428.23-P1P2-1,annotation_only
1202,NFE4_+_102614428.23-P1P2-2,annotation_only
1203,NFIC_+_3366623.23-P1-1,annotation_only
1204,NFIC_+_3366623.23-P1-2,annotation_only
1205,NFIC_+_3366628.23-P1-1,annotation_only
1206,NFIC_+_3366628.23-P1-2,annotation_only
1207,NFIL3_+_94185871.23-P1P2-1,annotation_only
1208,NFIL3_+_94186087.23-P1P2-2,annotation_only
1209,NFIX_+_13106261.23-P1-2,annotation_only
1210,NFIX_+_13106658.23-P1-2,annotation_only
1211,NFIX_-_13106384.23-P1-1,annotation_only
1212,NFIX_-_13106384.23-P1-2,annotation_only
1213,NFKB1_+_103422595.23-P1P2-1,annotation_only
1214,NFKB1_+_103422601.23-P1P2-1,annotation_only
1215,NFKB1_+_103422601.23-P1P2-2,annotation_only
1216,NFKB1_-_103422709.23-P1P2-1,annotation_only
1217,NFKB1_-_103422709.23-P1P2-2,annotation_only
1218,NFKBIA_-_35873684.23-P1-1,annotation_only
1219,NFKBID_+_36389560.23-P2-1,annotation_only
1220,NFKBID_+_36391429.23-P1-1,annotation_only
1221,NFKBID_-_36391380.23-P1-1,annotation_only
1222,NFKBIE_-_44233220.23-P1P2-1,annotation_only
1223,NFKBIE_-_44233230.23-P1P2-1,annotation_only
1224,NFRKB_+_129765081.23-P1P2-1,annotation_only
1225,NFRKB_+_129765081.23-P1P2-2,annotation_only
1226,NFRKB_+_129765237.23-P1P2-1,annotation_only
1227,NFRKB_+_129765237.23-P1P2-2,annotation_only
1228,NFRKB_+_129765383.23-P1P2-1,annotation_only
1229,NFRKB_+_129765383.23-P1P2-2,annotation_only
1230,NFXL1_-_47916610.23-P1P2-2,annotation_only
1231,NFYA_+_41040751.23-P1P2-2,annotation_only
1232,NFYA_-_41040723.23-P1P2-1,annotation_only
1233,NFYC_+_41157424.23-P1P2-1,annotation_only
1234,NFYC_+_41157619.23-P1P2-1,annotation_only
1235,NFYC_+_41157619.23-P1P2-2,annotation_only
1236,NFYC_+_41157677.23-P1P2-1,annotation_only
1237,NHLH1_+_160337365.23-P1P2-2,annotation_only
1238,NHP2_+_177580865.23-P1P2-1,annotation_only
1239,NHP2_+_177580865.23-P1P2-2,annotation_only
1240,NHP2_-_177580863.23-P1P2-1,annotation_only
1241,NHP2_-_177580863.23-P1P2-2,annotation_only
1242,NHP2_-_177581001.23-P1P2-1,annotation_only
1243,NHP2_-_177581001.23-P1P2-2,annotation_only
1244,NKRF_+_118739806.23-P1P2-2,annotation_only
1245,NKX2-2_-_21494702.23-P1P2-2,annotation_only
1246,NKX2-3_-_101292743.23-P1P2-1,annotation_only
1247,NKX2-4_-_21377916.23-P1P2-1,annotation_only
1248,NKX2-5_-_172662000.23-P1P2-1,annotation_only
1249,NKX2-8_+_37051775.23-P1P2-2,annotation_only
1250,NKX3-2_-_13546584.23-P1P2-1,annotation_only
1251,NKX6-1_-_85419004.23-P1P2-1,annotation_only
1252,NKX6-1_-_85419004.23-P1P2-2,annotation_only
1253,NKX6-1_-_85419268.23-P1P2-1,annotation_only
1254,NKX6-1_-_85419268.23-P1P2-2,annotation_only
1255,NKX6-2_+_134599246.23-P1P2-1,annotation_only
1256,NKX6-2_+_134599246.23-P1P2-2,annotation_only
1257,NOBOX_+_144100718.23-ENST00000223140.5-2,annotation_only
1258,NOC3L_+_96122677.23-P1P2-1,annotation_only
1259,NOC3L_+_96122677.23-P1P2-2,annotation_only
1260,NOC3L_-_96122457.23-P1P2-1,annotation_only
1261,NOC3L_-_96122457.23-P1P2-2,annotation_only
1262,NOC3L_-_96122495.23-P1P2-1,annotation_only
1263,NOC3L_-_96122495.23-P1P2-2,annotation_only
1264,NOTCH1_+_139440476.23-P1-1,annotation_only
1265,NOTCH1_-_139440503.23-P1-1,annotation_only
1266,NOTCH2_+_120611566.23-P1P2-1,annotation_only
1267,NPAS1_+_47523120.23-P1P2-1,annotation_only
1268,NPAS1_-_47523117.23-P1P2-2,annotation_only
1269,NPAS2_+_101437069.23-P1P2-2,annotation_only
1270,NR0B2_-_27240419.23-P1P2-1,annotation_only
1271,NR1D2_-_23986856.23-P1P2-1,annotation_only
1272,NR1H2_-_50879791.23-P1P2-2,annotation_only
1273,NR1H2_-_50879837.23-P1P2-1,annotation_only
1274,NR1H2_-_50879837.23-P1P2-2,annotation_only
1275,NR1H3_+_47270891.23-P2-1,annotation_only
1276,NR1H3_+_47270891.23-P2-2,annotation_only
1277,NR1H4_-_100867774.23-P1P2-1,annotation_only
1278,NR2C1_-_95467405.23-P1P2-1,annotation_only
1279,NR2C2_+_14989098.23-P1P2-1,annotation_only
1280,NR2C2_+_14989098.23-P1P2-2,annotation_only
1281,NR2C2_+_14989105.23-P1P2-1,annotation_only
1282,NR2C2_-_14989376.23-P1P2-1,annotation_only
1283,NR2E1_+_108487374.23-P1P2-1,annotation_only
1284,NR2E3_-_72103122.23-P1P2-1,annotation_only
1285,NR2F1_+_92919181.23-P1P2-1,annotation_only
1286,NR2F2_+_96874097.23-P1P2-1,annotation_only
1287,NR2F2_-_96874362.23-P1P2-1,annotation_only
1288,NR2F2_-_96874362.23-P1P2-2,annotation_only
1289,NR2F2_-_96874379.23-P1P2-1,annotation_only
1290,NR2F6_+_17355979.23-P1P2-2,annotation_only
1291,NR2F6_+_17356708.23-P1P2-1,annotation_only
1292,NR4A1_-_52445297.23-P1P2-1,annotation_only
1293,NR4A3_+_102584324.23-P1P2-2,annotation_only
1294,NR6A1_+_127533603.23-P1P2-2,annotation_only
1295,NRF1_+_129251916.23-P1P2-1,annotation_only
1296,NRF1_+_129251916.23-P1P2-2,annotation_only
1297,NRF1_+_129251928.23-P1P2-1,annotation_only
1298,NRF1_+_129251928.23-P1P2-2,annotation_only
1299,NRF1_-_129251646.23-P1P2-1,annotation_only
1300,NRF1_-_129251646.23-P1P2-2,annotation_only
1301,NRL_+_24584159.23-P2-2,annotation_only
1302,OLIG1_-_34442509.23-P1P2-2,annotation_only
1303,ONECUT1_+_53082546.23-P1P2-1,annotation_only
1304,ONECUT1_+_53082546.23-P1P2-2,annotation_only
1305,ONECUT3_-_1753590.23-P1P2-1,annotation_only
1306,ONECUT3_-_1753619.23-P1P2-2,annotation_only
1307,OR10G4-2,annotation_only
1308,OR10H2-6,annotation_only
1309,OR10P1-3,annotation_only
1310,OR10V1-6,annotation_only
1311,OR11H6-1,annotation_only
1312,OR11H6-2,annotation_only
1313,OR11H6-5,annotation_only
1314,OR1N2-5,annotation_only
1315,OR2C3-1,annotation_only
1316,OR2C3-2,annotation_only
1317,OR2C3-3,annotation_only
1318,OR2C3-4,annotation_only
1319,OR2C3-5,annotation_only
1320,OR2C3-6,annotation_only
1321,OR2H1-1,annotation_only
1322,OR2H2-5,annotation_only
1323,OR2T4-4,annotation_only
1324,OR2W1-1,annotation_only
1325,OR2W1-2,annotation_only
1326,OR2W1-5,annotation_only
1327,OR4A5-5,annotation_only
1328,OR51B4-4,annotation_only
1329,OR51E2-3,annotation_only
1330,OR51F1-3,annotation_only
1331,OR52W1-6,annotation_only
1332,OR56A4-2,annotation_only
1333,OR56A4-3,annotation_only
1334,OR56A4-4,annotation_only
1335,OR5A2-6,annotation_only
1336,OR5AK2-2,annotation_only
1337,OR5B3-3,annotation_only
1338,OR5C1-2,annotation_only
1339,OR5M8-3,annotation_only
1340,OR9A2-2,annotation_only
1341,OR9A2-4,annotation_only
1342,OR9Q1-1,annotation_only
1343,OR9Q1-2,annotation_only
1344,OR9Q1-3,annotation_only
1345,OR9Q1-5,annotation_only
1346,OR9Q1-6,annotation_only
1347,ORAI1-4,annotation_only
1348,OSR1_-_19558314.23-P1P2-2,annotation_only
1349,OVOL3_+_36602146.23-ENST00000262637.4-2,annotation_only
1350,PARP1_+_226595771.23-P1P2-1,annotation_only
1351,PATZ1_+_31739279.23-P2-2,annotation_only
1352,PATZ1_-_31741970.23-P1-2,annotation_only
1353,PATZ1_-_31742123.23-P1-1,annotation_only
1354,PATZ1_-_31742123.23-P1-2,annotation_only
1355,PAWR_+_80084297.23-P1P2-1,annotation_only
1356,PAWR_-_80084071.23-P1P2-2,annotation_only
1357,PAX1_+_21686762.23-P1P2-1,annotation_only
1358,PAX2_-_102505851.23-P1P2-1,annotation_only
1359,PAX5_+_37033977.23-P1P2-1,annotation_only
1360,PAX7_+_18957416.23-P1P2-1,annotation_only
1361,PAX9_-_37131336.23-P1-1,annotation_only
1362,PAX9_-_37131339.23-P1-1,annotation_only
1363,PAXBP1_+_34144064.23-P1P2-1,annotation_only
1364,PAXBP1_+_34144064.23-P1P2-2,annotation_only
1365,PAXBP1_-_34143614.23-P1P2-1,annotation_only
1366,PAXBP1_-_34143614.23-P1P2-2,annotation_only
1367,PAXBP1_-_34143986.23-P1P2-1,annotation_only
1368,PAXBP1_-_34143986.23-P1P2-2,annotation_only
1369,PBRM1_+_52719868.23-P1P2-1,annotation_only
1370,PBRM1_+_52719868.23-P1P2-2,annotation_only
1371,PBRM1_+_52719898.23-P1P2-1,annotation_only
1372,PBRM1_+_52719898.23-P1P2-2,annotation_only
1373,PBX2_+_32157588.23-P1P2-1,annotation_only
1374,PBX2_+_32157588.23-P1P2-2,annotation_only
1375,PDX1_+_28494369.23-P1P2-1,annotation_only
1376,PDX1_-_28494172.23-P1P2-2,annotation_only
1377,PEG3_+_57351985.23-P1P2-1,annotation_only
1378,PFDN5_+_53689324.23-P1P2-1,annotation_only
1379,PFDN5_+_53689324.23-P1P2-2,annotation_only
1380,PFDN5_-_53689354.23-P1P2-2,annotation_only
1381,PFDN5_-_53689732.23-P1P2-1,annotation_only
1382,PFDN5_-_53689732.23-P1P2-2,annotation_only
1383,PHB2_+_7079788.23-P1P2-1,annotation_only
1384,PHB2_+_7079788.23-P1P2-2,annotation_only
1385,PHB2_-_7079816.23-P1P2-1,annotation_only
1386,PHB2_-_7079816.23-P1P2-2,annotation_only
1387,PHB2_-_7079832.23-P1P2-1,annotation_only
1388,PHF19_+_123639383.23-P1P2-2,annotation_only
1389,PHF1_+_33378843.23-P1P2-2,annotation_only
1390,PHF20_+_34360095.23-P1P2-2,annotation_only
1391,PHF20_-_34360012.23-P1P2-1,annotation_only
1392,PHF20_-_34360012.23-P1P2-2,annotation_only
1393,PHF20_-_34360160.23-P1P2-2,annotation_only
1394,PHF21A_+_46142971.23-P1P2-2,annotation_only
1395,PHF21A_+_46143021.23-P1P2-1,annotation_only
1396,PHF2_+_96339272.23-P1P2-1,annotation_only
1397,PHF2_+_96339272.23-P1P2-2,annotation_only
1398,PHF2_+_96339289.23-P1P2-1,annotation_only
1399,PHOX2B_+_41750413.23-P1P2-1,annotation_only
1400,PIAS3_+_145575274.23-P1P2-1,annotation_only
1401,PIAS3_+_145575344.23-P1P2-1,annotation_only
1402,PIAS4_+_4008092.23-P1P2-1,annotation_only
1403,PIAS4_+_4008092.23-P1P2-2,annotation_only
1404,PIAS4_+_4008218.23-P1P2-1,annotation_only
1405,PIN1_+_9946041.23-P1P2-2,annotation_only
1406,PIN1_+_9946226.23-P1P2-2,annotation_only
1407,PITX2_+_111544217.23-P1-1,annotation_only
1408,PITX2_+_111558146.23-P2-1,annotation_only
1409,PITX2_-_111558081.23-P2-2,annotation_only
1410,PKNOX1_+_44394825.23-P1P2-1,annotation_only
1411,PKNOX2_-_125034908.23-P1P2-1,annotation_only
1412,PKNOX2_-_125034930.23-P1P2-1,annotation_only
1413,PLAG1_+_57123591.23-P1P2-1,annotation_only
1414,PLAG1_+_57123816.23-P1P2-2,annotation_only
1415,PLAG1_+_57123845.23-P1P2-1,annotation_only
1416,PLEKHA5_+_19282676.23-P1P2-1,annotation_only
1417,PLEKHA5_-_19282736.23-P1P2-1,annotation_only
1418,PLEKHA5_-_19282736.23-P1P2-2,annotation_only
1419,PLEKHA5_-_19282857.23-P1P2-1,annotation_only
1420,POGK_+_166808944.23-P1P2-1,annotation_only
1421,POGK_+_166808944.23-P1P2-2,annotation_only
1422,POGK_-_166808755.23-P1P2-2,annotation_only
1423,POLR1D_ B,annotation_only
1424,POLR1D_C,annotation_only
1425,POLR1D_main,annotation_only
1426,POLR3C_+_145610842.23-P1P2-1,annotation_only
1427,POLR3C_+_145610842.23-P1P2-2,annotation_only
1428,POLR3C_+_145610846.23-P1P2-1,annotation_only
1429,POLR3C_+_145610846.23-P1P2-2,annotation_only
1430,POLR3C_+_145610849.23-P1P2-1,annotation_only
1431,POLR3C_+_145610849.23-P1P2-2,annotation_only
1432,POLR3K_+_103606.23-P1P2-1,annotation_only
1433,POLR3K_+_103606.23-P1P2-2,annotation_only
1434,POLR3K_+_103629.23-P1P2-1,annotation_only
1435,POLR3K_+_103629.23-P1P2-2,annotation_only
1436,POLR3K_-_103502.23-P1P2-1,annotation_only
1437,POLR3K_-_103502.23-P1P2-2,annotation_only
1438,POU2F1_-_167190182.23-P1-2,annotation_only
1439,POU2F1_-_167190311.23-P1-1,annotation_only
1440,POU2F2_+_42636606.23-P1P2-1,annotation_only
1441,POU2F3_+_120107648.23-P1-1,annotation_only
1442,POU2F3_-_120110911.23-P2-1,annotation_only
1443,POU2F3_-_120110914.23-P2-1,annotation_only
1444,POU2F3_-_120110914.23-P2-2,annotation_only
1445,POU2F3_-_120110964.23-P2-1,annotation_only
1446,POU3F1_+_38512447.23-P1P2-1,annotation_only
1447,POU3F1_+_38512447.23-P1P2-2,annotation_only
1448,POU3F2_-_99282825.23-P1P2-2,annotation_only
1449,POU3F2_-_99282954.23-P1P2-1,annotation_only
1450,POU3F3_-_105472230.23-P1P2-2,annotation_only
1451,POU5F1_+_31137942.23-P1-1,annotation_only
1452,POU5F1_+_31137942.23-P1-2,annotation_only
1453,POU5F1_+_31138475.23-P1-1,annotation_only
1454,POU5F1_+_31138475.23-P1-2,annotation_only
1455,POU5F1_-_31138000.23-P1-1,annotation_only
1456,POU6F1_+_51611557.23-P1P2-2,annotation_only
1457,PPARA_+_46546501.23-P1P2-1,annotation_only
1458,PPARA_+_46546501.23-P1P2-2,annotation_only
1459,PPARA_-_46546440.23-P1P2-1,annotation_only
1460,PPARD_-_35310380.23-P1P2-2,annotation_only
1461,PPARG_-_12329531.23-P2-1,annotation_only
1462,PPARG_-_12329531.23-P2-2,annotation_only
1463,PPARG_-_12330568.23-P1-2,annotation_only
1464,PPIL4_+_149867112.23-P1P2-1,annotation_only
1465,PPIL4_+_149867112.23-P1P2-2,annotation_only
1466,PPIL4_-_149867176.23-P1P2-2,annotation_only
1467,PPP1CB_+_28975362.23-P1P2-1,annotation_only
