,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
DPF2:P2,686,targeting,3.688232421875,0.087,3.9830322265625,0.07,2.746337890625,0.269,3.53271484375,0.11,3.7515869140625,0.07,2.88037109375,0.196,3.4769287109375,0.114,4.42919921875,0.039,3.6214599609375,0.089,3.3861083984375,0.123,4.218994140625,0.058,4.5098876953125,0.032,3.172607421875,0.134,2.882080078125,0.205,5.6683349609375,0.018,2.47509765625,0.311,3.369873046875,0.11,3.4146728515625,0.121,4.331787109375,0.06,3.71826171875,0.067,3.66287841796875,0.11415000000000002,0.9424860398934094,0.5638225033542537
CBX2:P1P2,151,targeting,11.2279052734375,0.214,11.113525390625,0.169,8.6439208984375,0.381,11.2303466796875,0.156,9.2734375,0.263,11.2501220703125,0.147,11.8270263671875,0.132,12.6676025390625,0.116,9.415771484375,0.287,9.368408203125,0.254,11.9954833984375,0.138,10.779296875,0.153,12.5389404296875,0.107,10.2889404296875,0.242,9.589599609375,0.279,9.2950439453125,0.255,13.0504150390625,0.081,9.90234375,0.21,12.6600341796875,0.13,12.5491943359375,0.105,10.933367919921874,0.19095,0.7190575940013019,1.0387539628402598
NR1H2:P1P2,288,targeting,7.6053466796875,0.089,9.25244140625,0.045,8.7611083984375,0.044,8.6893310546875,0.048,9.7626953125,0.02,8.0560302734375,0.059,7.3316650390625,0.096,8.7994384765625,0.063,8.97802734375,0.035,9.69287109375,0.025,7.4771728515625,0.103,9.74462890625,0.031,6.5377197265625,0.122,7.8427734375,0.063,12.84228515625,0.007,7.6690673828125,0.063,6.3568115234375,0.15,10.0791015625,0.024,7.7159423828125,0.087,7.2581787109375,0.09,8.5226318359375,0.0632,1.1992142096722374,0.9305737280208852
ZNF783:P1P2,397,targeting,4.3892822265625,0.227,5.37939453125,0.118,5.5640869140625,0.105,5.0574951171875,0.138,6.22119140625,0.042,5.0802001953125,0.111,4.5003662109375,0.183,5.2349853515625,0.114,5.352783203125,0.098,6.2060546875,0.06,4.4268798828125,0.225,6.50439453125,0.051,3.7789306640625,0.312,3.7598876953125,0.293,8.127197265625,0.025,4.8072509765625,0.154,3.8685302734375,0.267,6.72119140625,0.034,4.034912109375,0.32,5.1324462890625,0.139,5.207373046875,0.1508,0.8215698600522623,0.7166186908687082
NRL:P1,323,targeting,3.0439453125,0.726,3.6365966796875,0.534,3.858154296875,0.476,3.642578125,0.507,4.8731689453125,0.265,3.19677734375,0.612,3.11083984375,0.647,3.41748046875,0.596,3.3319091796875,0.609,3.9041748046875,0.441,3.3359375,0.619,4.0762939453125,0.396,2.42041015625,0.862,2.3271484375,0.862,5.1046142578125,0.251,3.169189453125,0.631,2.19775390625,0.917,3.8983154296875,0.422,2.49658203125,0.893,2.487548828125,0.825,3.376470947265625,0.6045499999999999,0.21856059079028103,0.528463017199543
HOXB6:P1,614,targeting,4.31982421875,0.069,3.116943359375,0.233,3.1278076171875,0.192,3.7586669921875,0.104,2.6080322265625,0.327,4.0374755859375,0.075,3.1905517578125,0.175,3.4962158203125,0.14,3.666748046875,0.134,3.5352783203125,0.112,4.220458984375,0.072,2.72119140625,0.246,3.9403076171875,0.087,4.7271728515625,0.043,2.3045654296875,0.463,3.8507080078125,0.107,4.26806640625,0.067,2.29443359375,0.413,3.7208251953125,0.125,3.8782958984375,0.086,3.539178466796875,0.1635,0.7864556814623331,0.5489024629457554
IFI16:P1P2,563,targeting,5.8297119140625,0.019,6.5562744140625,0.016,5.9747314453125,0.031,5.3602294921875,0.035,6.9130859375,0.007,5.1531982421875,0.039,3.9259033203125,0.106,5.4163818359375,0.035,5.7919921875,0.027,6.619140625,0.015,5.6600341796875,0.04,5.761474609375,0.015,3.9273681640625,0.115,4.7584228515625,0.068,9.133544921875,0.002,4.8778076171875,0.051,3.3568115234375,0.205,6.1318359375,0.023,5.3165283203125,0.04,4.1107177734375,0.105,5.528759765625,0.04970000000000001,1.3035562368610007,0.7426277194865554
OR2J3,478,negative control,3.3265380859375,0.339,4.5791015625,0.132,3.459716796875,0.284,3.3267822265625,0.294,3.4444580078125,0.276,3.0870361328125,0.359,2.2999267578125,0.637,3.4605712890625,0.286,3.254638671875,0.323,3.97021484375,0.204,3.652587890625,0.25,3.849365234375,0.18,2.116455078125,0.724,2.630859375,0.512,5.9124755859375,0.037,2.0853271484375,0.743,1.6932373046875,0.889,3.522705078125,0.244,3.2518310546875,0.371,2.187255859375,0.705,3.25555419921875,0.3894500000000001,0.4095371404852325,0.5126249299780127
GFI1B:P1P2,524,targeting,3.0069580078125,0.393,2.4326171875,0.612,3.0509033203125,0.354,3.5811767578125,0.226,3.8330078125,0.161,4.0274658203125,0.147,3.177734375,0.32,3.1900634765625,0.332,3.126708984375,0.317,3.8564453125,0.177,3.3021240234375,0.332,3.376708984375,0.268,3.1895751953125,0.297,3.3658447265625,0.252,3.274169921875,0.329,3.2567138671875,0.278,3.1563720703125,0.29,2.707763671875,0.434,2.2098388671875,0.712,2.5528564453125,0.523,3.18375244140625,0.3377,0.47145607919130306,0.5029392910031143
ING4:P1P2,467,targeting,5.460205078125,0.056,6.8873291015625,0.029,6.414794921875,0.02,5.24072265625,0.068,6.8267822265625,0.022,4.936767578125,0.074,4.1083984375,0.144,5.54931640625,0.06,5.7247314453125,0.041,6.5484619140625,0.029,5.357177734375,0.076,6.0545654296875,0.038,3.8515625,0.2,4.41015625,0.13,9.5955810546875,0.003,5.239013671875,0.061,3.341552734375,0.289,7.3292236328125,0.013,5.6142578125,0.056,4.738525390625,0.091,5.661456298828125,0.07499999999999998,1.124880834537432,0.7529281593143802
MSGN1:P1P2,595,targeting,4.1966552734375,0.081,4.3115234375,0.074,5.2208251953125,0.037,4.869873046875,0.037,6.30322265625,0.011,4.4730224609375,0.049,4.6568603515625,0.054,4.4757080078125,0.068,4.880615234375,0.039,5.105224609375,0.037,4.5743408203125,0.043,5.6728515625,0.02,3.5648193359375,0.14,3.9803466796875,0.1,7.560302734375,0.009,4.3216552734375,0.055,3.1182861328125,0.213,5.49951171875,0.03,3.9901123046875,0.118,3.7008056640625,0.117,4.723828125,0.06660000000000002,1.176460566343141,0.6742940875608641
SOX6:ENST00000528429.1,567,targeting,2.63916015625,0.415,2.67138671875,0.449,2.674072265625,0.368,2.5821533203125,0.409,2.863037109375,0.338,3.0059814453125,0.273,2.3538818359375,0.485,2.9493408203125,0.312,3.184326171875,0.23,3.2999267578125,0.224,2.5045166015625,0.455,3.255126953125,0.204,2.5555419921875,0.412,2.684814453125,0.392,5.005859375,0.057,2.4774169921875,0.427,2.2940673828125,0.512,3.40771484375,0.182,2.4415283203125,0.499,2.7742919921875,0.345,2.881207275390625,0.3494,0.4566646698090936,0.4595745027511927
MAZ:P1P2,499,targeting,4.76025390625,0.083,3.5999755859375,0.25,3.894775390625,0.175,5.027587890625,0.085,3.9271240234375,0.171,4.9619140625,0.081,3.839111328125,0.149,4.1044921875,0.146,4.1468505859375,0.126,3.8680419921875,0.191,4.342041015625,0.131,3.8736572265625,0.143,3.90576171875,0.169,4.71728515625,0.091,3.6944580078125,0.188,4.16943359375,0.13,3.7275390625,0.195,3.3956298828125,0.259,4.01171875,0.167,3.59375,0.227,4.078070068359375,0.15785,0.8017279015306534,0.6104546834432022
LHX9:P1P2,487,targeting,3.0574951171875,0.409,3.288330078125,0.349,3.3951416015625,0.307,3.3099365234375,0.345,3.4564208984375,0.23,3.7784423828125,0.215,2.8092041015625,0.435,3.3421630859375,0.308,3.513916015625,0.259,4.323974609375,0.143,3.1046142578125,0.404,3.183349609375,0.297,3.1339111328125,0.369,4.1251220703125,0.15,4.48779296875,0.129,3.9229736328125,0.165,2.8675537109375,0.413,4.019775390625,0.183,2.9400634765625,0.454,3.589111328125,0.264,3.482464599609375,0.2914,0.5354955490989658,0.541886710373116
SNAPC4:P1P2,468,targeting,7.498291015625,0.012,7.708984375,0.018,5.7689208984375,0.063,6.8641357421875,0.032,7.498291015625,0.024,6.0567626953125,0.043,5.0877685546875,0.077,7.1273193359375,0.024,6.60986328125,0.028,7.41455078125,0.018,7.8145751953125,0.015,6.7216796875,0.03,5.4410400390625,0.049,5.5211181640625,0.051,8.73779296875,0.005,5.0657958984375,0.075,5.5042724609375,0.048,6.03564453125,0.041,6.8292236328125,0.029,5.3602294921875,0.062,6.53331298828125,0.03720000000000001,1.4293403299784657,0.8151334642249344
DBX2:P1P2,788,targeting,11.3795166015625,0.0,10.133544921875,0.0,12.3616943359375,0.0,12.2442626953125,0.0,12.3916015625,0.0,11.9718017578125,0.0,9.8262939453125,0.0,9.2867431640625,0.0,11.788818359375,0.0,12.376708984375,0.0,10.5013427734375,0.0,11.030029296875,0.0,9.6961669921875,0.0,12.0421142578125,0.0,12.55810546875,0.0,11.9805908203125,0.0,8.7337646484375,0.002,11.76123046875,0.0,9.2047119140625,0.0,9.0657958984375,0.0,11.016741943359374,0.0001,3.958607314841775,1.0420531766185381
POU3F2:P1P2,797,targeting,2.22509765625,0.329,2.9249267578125,0.149,2.512451171875,0.217,2.037841796875,0.399,2.8009033203125,0.143,2.185302734375,0.288,1.816650390625,0.461,2.7144775390625,0.18,2.4676513671875,0.223,3.1622314453125,0.11,2.273681640625,0.269,2.9364013671875,0.114,1.754150390625,0.505,2.02880859375,0.356,4.7041015625,0.016,1.837646484375,0.47,1.660400390625,0.561,2.77783203125,0.139,2.358642578125,0.293,2.4725341796875,0.235,2.482586669921875,0.27285,0.5640601252041406,0.3949044191459796
L3MBTL3:P1P2,231,targeting,20.007080078125,0.001,20.0343017578125,0.001,17.10400390625,0.005,19.30126953125,0.002,17.8736572265625,0.002,18.40283203125,0.001,21.239501953125,0.001,21.74853515625,0.0,19.5555419921875,0.003,18.4781494140625,0.0,20.553466796875,0.003,21.4100341796875,0.0,20.385498046875,0.002,19.170166015625,0.001,20.6334228515625,0.004,18.117431640625,0.002,21.427490234375,0.0,18.8646240234375,0.0,21.9501953125,0.0,22.611083984375,0.001,19.943414306640626,0.00145,2.835647144215563,1.2997995114278738
BOLA1:P2,965,targeting,5.99072265625,0.001,4.6414794921875,0.008,6.15478515625,0.005,6.673095703125,0.001,6.3758544921875,0.003,6.615966796875,0.002,5.2392578125,0.002,4.562744140625,0.008,5.8931884765625,0.002,6.1539306640625,0.0,5.48779296875,0.003,5.3260498046875,0.006,5.02734375,0.006,6.461181640625,0.0,5.6253662109375,0.006,6.01318359375,0.001,4.71484375,0.016,5.3372802734375,0.004,4.234130859375,0.023,4.220703125,0.016,5.537445068359375,0.0056500000000000005,2.2471835688117285,0.743309431036682
MGA:P1P2,690,targeting,7.7548828125,0.003,6.7889404296875,0.007,7.291748046875,0.005,8.27294921875,0.001,7.42041015625,0.002,8.3897705078125,0.001,7.248046875,0.0,7.642333984375,0.002,7.7659912109375,0.0,8.1888427734375,0.0,7.89892578125,0.0,8.7376708984375,0.001,7.26953125,0.002,7.515869140625,0.004,9.187744140625,0.0,6.377685546875,0.003,6.978759765625,0.005,6.3460693359375,0.003,6.509765625,0.006,7.214599609375,0.002,7.54002685546875,0.0023500000000000005,2.6270879970298933,0.8773728927081185
ZNF91:P1P2,916,targeting,11.379638671875,0.0,11.7000732421875,0.0,12.9744873046875,0.0,12.19287109375,0.0,13.1656494140625,0.0,10.78759765625,0.0,9.4788818359375,0.0,10.317138671875,0.0,11.9244384765625,0.0,12.5069580078125,0.0,10.504638671875,0.0,12.3204345703125,0.0,8.6273193359375,0.0,10.3251953125,0.0,15.896728515625,0.0,10.782958984375,0.0,7.506103515625,0.0,12.931884765625,0.0,10.11865234375,0.0,8.863037109375,0.0,11.215234375,0.0,5.0,1.0498083538624206
NOTCH2:P1P2,408,targeting,15.142578125,0.0,14.393310546875,0.001,14.135009765625,0.0,15.601806640625,0.0,12.1824951171875,0.005,16.2412109375,0.0,16.39453125,0.0,16.43017578125,0.0,14.8824462890625,0.001,14.5867919921875,0.0,16.26904296875,0.0,15.0069580078125,0.0,17.603271484375,0.0,17.4189453125,0.0,12.9595947265625,0.0,15.79248046875,0.0,18.0673828125,0.0,14.9578857421875,0.0,17.039794921875,0.0,18.67919921875,0.0,15.68924560546875,0.00035,3.4436974992327127,1.1956020616711454
ZNF200:P1P2,1050,targeting,1.6002197265625,0.522,1.845703125,0.386,2.3277587890625,0.185,2.2313232421875,0.211,2.6611328125,0.109,1.7308349609375,0.418,1.8521728515625,0.371,1.5736083984375,0.543,1.7119140625,0.458,2.086669921875,0.27,1.977294921875,0.309,1.979736328125,0.263,1.6414794921875,0.451,1.8641357421875,0.345,2.99169921875,0.084,2.2503662109375,0.202,1.4456787109375,0.601,2.4124755859375,0.143,1.3734130859375,0.738,1.6107177734375,0.527,1.958416748046875,0.3568,0.4475629825359355,0.2919051144938777
ZNF587B:ENST00000594901.1,539,targeting,4.058837890625,0.115,4.6195068359375,0.088,4.20166015625,0.123,3.4443359375,0.214,4.5015869140625,0.078,3.30615234375,0.207,2.558349609375,0.445,3.53759765625,0.193,4.0543212890625,0.099,4.7962646484375,0.058,4.26611328125,0.106,3.4344482421875,0.183,3.070556640625,0.278,3.760986328125,0.166,6.1668701171875,0.019,3.556884765625,0.178,2.84130859375,0.313,4.5682373046875,0.058,3.961669921875,0.122,3.358154296875,0.224,3.903192138671875,0.16335000000000002,0.7868542752571649,0.5914199304027179
TP53:P1P2,2000,targeting,8.654296875,0.0,8.3760986328125,0.0,8.6240234375,0.0,9.16015625,0.0,9.0518798828125,0.0,9.59521484375,0.0,8.75830078125,0.0,8.8876953125,0.0,9.2967529296875,0.0,10.0714111328125,0.0,8.5269775390625,0.0,10.1676025390625,0.0,7.999755859375,0.0,8.763916015625,0.0,10.6876220703125,0.0,8.530029296875,0.0,7.878173828125,0.0,9.4129638671875,0.0,7.18212890625,0.0,8.684326171875,0.0,8.91546630859375,0.0,5.0,0.9501440631538778
PA2G4:P1P2,1094,targeting,6.194091796875,0.0,6.9375,0.0,5.4254150390625,0.003,6.42333984375,0.0,6.050048828125,0.0,6.2574462890625,0.0,5.2427978515625,0.0,7.2471923828125,0.0,6.2945556640625,0.0,6.8868408203125,0.0,6.8365478515625,0.0,7.003662109375,0.002,5.2076416015625,0.006,4.8934326171875,0.003,9.017333984375,0.0,4.1737060546875,0.012,5.2242431640625,0.001,5.36474609375,0.002,6.2659912109375,0.0,5.4051513671875,0.0,6.117584228515625,0.00145,2.835647144215563,0.786579957546137
HNRNPK:P1P2,52,targeting,28.769775390625,0.232,24.9547119140625,0.341,25.5703125,0.312,28.131591796875,0.203,27.4820556640625,0.248,27.80517578125,0.205,27.0400390625,0.236,25.982666015625,0.3,26.0841064453125,0.28,24.0396728515625,0.337,26.58837890625,0.291,25.5360107421875,0.288,27.505126953125,0.228,28.766845703125,0.176,23.1622314453125,0.415,26.858154296875,0.252,25.72900390625,0.297,24.3089599609375,0.309,27.1826171875,0.276,24.53955078125,0.31,26.301849365234375,0.2768,0.557818224669139,1.419986286165765
ZNF614:P1P2,469,targeting,2.7215576171875,0.538,3.71337890625,0.251,4.0311279296875,0.202,2.740478515625,0.517,3.979248046875,0.196,2.8958740234375,0.448,2.5367431640625,0.545,2.4864501953125,0.636,3.166015625,0.358,3.919677734375,0.201,3.3570556640625,0.295,3.36181640625,0.285,2.0023193359375,0.788,2.2242431640625,0.668,4.8740234375,0.1,3.2698974609375,0.311,2.093017578125,0.729,4.224365234375,0.161,2.3304443359375,0.694,2.6202392578125,0.514,3.127398681640625,0.42184999999999995,0.3748316516810022,0.4951832487516603
SCMH1:ENST00000402904.2,516,targeting,2.440185546875,0.544,2.2025146484375,0.664,1.4716796875,0.928,2.215576171875,0.602,2.099609375,0.666,2.169921875,0.598,1.605712890625,0.867,2.447998046875,0.534,1.8231201171875,0.794,2.0672607421875,0.691,2.801025390625,0.402,1.6048583984375,0.847,2.0849609375,0.653,2.044189453125,0.708,1.9761962890625,0.745,1.4854736328125,0.913,2.42822265625,0.498,0.9847412109375,0.993,2.195556640625,0.671,1.62255859375,0.877,1.988568115234375,0.7097499999999999,0.14888847986695286,0.2985404716427301
FOXD2:P1P2,295,targeting,8.9715576171875,0.04,8.938720703125,0.042,10.7310791015625,0.015,9.1082763671875,0.03,10.39404296875,0.023,8.7344970703125,0.04,8.1136474609375,0.058,7.4718017578125,0.096,9.08935546875,0.027,10.30810546875,0.019,8.6236572265625,0.05,9.236328125,0.024,7.7100830078125,0.065,9.394287109375,0.03,11.71923828125,0.018,9.1331787109375,0.035,6.5933837890625,0.108,9.576416015625,0.024,7.3255615234375,0.088,7.4029541015625,0.09,8.92880859375,0.0461,1.3362048777805924,0.9507935131237849
OR4F5,739,negative control,2.095458984375,0.447,1.8560791015625,0.551,1.6953125,0.633,2.0048828125,0.459,2.2445068359375,0.352,1.514892578125,0.711,1.1231689453125,0.922,1.5208740234375,0.749,1.514404296875,0.748,1.6728515625,0.647,2.22412109375,0.362,1.6807861328125,0.589,1.3477783203125,0.81,1.51220703125,0.717,2.8458251953125,0.193,1.529541015625,0.677,1.0948486328125,0.919,1.2679443359375,0.867,1.870361328125,0.552,0.9541015625,0.968,1.678497314453125,0.64365,0.19134347909387708,0.22492065072604991
ZNF808:P1,808,targeting,4.3338623046875,0.037,3.048583984375,0.158,3.0552978515625,0.165,4.0694580078125,0.033,3.753662109375,0.055,3.8123779296875,0.053,3.1837158203125,0.112,3.0260009765625,0.159,3.627197265625,0.055,3.467529296875,0.081,4.2286376953125,0.04,3.170166015625,0.096,3.5572509765625,0.088,4.5623779296875,0.031,2.948486328125,0.19,3.7257080078125,0.056,3.5594482421875,0.081,2.771728515625,0.192,3.3172607421875,0.121,2.9642333984375,0.15,3.509149169921875,0.09764999999999999,1.0102832800518955,0.5452018299700305
PAX6:P1P2,486,targeting,3.025634765625,0.392,2.6846923828125,0.523,3.434326171875,0.274,3.617919921875,0.242,3.6810302734375,0.205,3.427001953125,0.241,2.55908203125,0.513,2.8572998046875,0.463,3.2606201171875,0.336,3.4039306640625,0.274,3.0313720703125,0.42,3.0355224609375,0.324,2.1044921875,0.704,3.08251953125,0.357,3.9014892578125,0.194,3.000244140625,0.359,2.277099609375,0.624,2.8228759765625,0.449,2.20166015625,0.707,1.9287109375,0.796,2.966876220703125,0.41984999999999995,0.3768954985622349,0.4722994277502877
ASH1L:P1P2,713,targeting,1.84033203125,0.631,1.61328125,0.742,2.043212890625,0.493,1.813232421875,0.625,2.0804443359375,0.48,1.75927734375,0.637,1.729248046875,0.658,1.298828125,0.901,1.4862060546875,0.804,1.6707763671875,0.693,2.205810546875,0.445,1.4298095703125,0.834,2.176025390625,0.412,2.210693359375,0.412,1.8809814453125,0.622,1.75390625,0.62,2.08935546875,0.488,1.5972900390625,0.718,1.572998046875,0.799,1.659423828125,0.693,1.795556640625,0.63535,0.1969801302801923,0.2541991094470004
OR5T2,707,negative control,1.6468505859375,0.74,2.2655029296875,0.417,1.6407470703125,0.756,1.342529296875,0.864,1.8160400390625,0.588,1.9940185546875,0.496,1.1646728515625,0.901,2.00146484375,0.535,1.724609375,0.667,2.702392578125,0.251,1.775634765625,0.652,2.0863037109375,0.461,1.340576171875,0.83,1.5926513671875,0.712,3.78125,0.086,2.0362548828125,0.468,1.31201171875,0.861,2.37744140625,0.314,1.7913818359375,0.708,2.0341796875,0.515,1.92132568359375,0.5911000000000002,0.22833169348805493,0.283600988286462
OR5L2,540,negative control,3.0909423828125,0.337,2.62109375,0.476,2.4654541015625,0.53,3.4954833984375,0.208,2.9022216796875,0.345,3.3604736328125,0.202,2.143798828125,0.601,3.3604736328125,0.259,3.06005859375,0.293,3.54638671875,0.212,2.8148193359375,0.378,3.20263671875,0.243,2.387451171875,0.506,2.785400390625,0.387,3.8751220703125,0.163,2.56005859375,0.447,2.2969970703125,0.545,2.77197265625,0.352,2.771484375,0.433,2.469482421875,0.476,2.899090576171875,0.36965000000000003,0.4321975408229467,0.4622617842122354
KDM4C:P1P2,830,targeting,4.6162109375,0.022,6.1573486328125,0.0,6.59423828125,0.001,5.24072265625,0.013,7.1004638671875,0.001,4.84521484375,0.015,4.7611083984375,0.014,4.878173828125,0.01,5.3590087890625,0.008,6.4132080078125,0.004,4.84716796875,0.017,6.140625,0.003,3.783447265625,0.04,4.321044921875,0.021,9.4803466796875,0.0,5.27880859375,0.006,3.21728515625,0.069,7.3214111328125,0.003,4.671142578125,0.022,4.407470703125,0.018,5.471722412109375,0.014350000000000002,1.8428455600937184,0.7381240569234914
KIN:P1P2,18,targeting,124.043212890625,0.068,123.67626953125,0.056,130.5126953125,0.062,126.55126953125,0.054,131.134765625,0.039,127.110107421875,0.047,128.20166015625,0.061,122.8486328125,0.067,128.45556640625,0.051,132.9697265625,0.042,123.598388671875,0.055,131.54541015625,0.034,123.18212890625,0.051,128.254638671875,0.043,130.3525390625,0.059,127.354248046875,0.048,125.826416015625,0.054,128.8291015625,0.038,119.68115234375,0.097,126.787353515625,0.071,127.04576416015625,0.05485000000000001,1.2607441967314892,2.1039601897914477
MKX:P1,594,targeting,3.32177734375,0.178,3.8670654296875,0.112,2.911865234375,0.307,2.740478515625,0.314,3.9024658203125,0.1,2.462890625,0.392,2.345458984375,0.449,3.57080078125,0.133,3.1470947265625,0.218,3.4320068359375,0.148,3.9033203125,0.102,3.2698974609375,0.163,1.991943359375,0.577,2.035400390625,0.588,5.4969482421875,0.016,2.478515625,0.382,1.853515625,0.687,2.9573974609375,0.25,3.37109375,0.194,2.468017578125,0.405,3.076397705078125,0.28575000000000006,0.5439985627915475,0.48804247870936945
ZNF687:P1P2,419,targeting,7.751708984375,0.023,6.563232421875,0.036,6.3984375,0.047,8.17529296875,0.016,5.5084228515625,0.078,8.2823486328125,0.007,7.310791015625,0.022,8.118408203125,0.02,7.0836181640625,0.026,7.0682373046875,0.017,7.735595703125,0.022,7.4405517578125,0.023,8.716796875,0.011,8.274658203125,0.012,7.3670654296875,0.021,6.550537109375,0.032,8.252685546875,0.012,5.7589111328125,0.059,8.12255859375,0.014,8.09912109375,0.011,7.428948974609375,0.025450000000000007,1.5941416006823632,0.8709273754274832
ZNF568:P1P2,635,targeting,4.826904296875,0.032,5.3455810546875,0.023,4.5902099609375,0.05,5.2119140625,0.018,5.8541259765625,0.012,4.499267578125,0.041,4.155029296875,0.061,5.0556640625,0.024,4.8453369140625,0.039,5.2296142578125,0.023,5.201904296875,0.035,5.8211669921875,0.014,3.42626953125,0.122,3.3544921875,0.163,7.6204833984375,0.004,3.34521484375,0.127,3.407958984375,0.122,4.8389892578125,0.024,4.145263671875,0.097,3.51220703125,0.121,4.7143798828125,0.057600000000000005,1.2395021247734732,0.6734245748709542
KLF4:P1,644,targeting,7.5201416015625,0.001,8.548095703125,0.0,9.1824951171875,0.001,8.3465576171875,0.003,9.46728515625,0.0,7.8768310546875,0.004,6.6322021484375,0.006,7.8468017578125,0.002,8.469482421875,0.001,9.9248046875,0.0,7.1922607421875,0.002,9.195068359375,0.001,5.8319091796875,0.009,6.5479736328125,0.005,12.16552734375,0.001,7.6121826171875,0.002,5.5113525390625,0.013,9.6650390625,0.001,6.8123779296875,0.005,6.9061279296875,0.001,8.062725830078126,0.0029000000000000002,2.5361070110140926,0.9064818920319433
SMAD7:P1P2,555,targeting,2.3017578125,0.559,2.9588623046875,0.339,2.315673828125,0.521,2.820556640625,0.332,2.1199951171875,0.59,2.9169921875,0.295,2.079833984375,0.624,2.595947265625,0.395,2.2464599609375,0.536,2.5604248046875,0.427,2.642578125,0.407,2.8553466796875,0.31,2.3115234375,0.481,1.874755859375,0.71,3.7156982421875,0.161,1.67431640625,0.786,2.304931640625,0.525,2.6812744140625,0.35,2.125732421875,0.65,2.47021484375,0.439,2.478643798828125,0.47185,0.32618683663366876,0.39421411962041986
XPA:P1P2,395,targeting,7.2401123046875,0.035,6.518798828125,0.06,9.2681884765625,0.006,8.9976806640625,0.007,8.42236328125,0.003,8.8895263671875,0.01,8.0992431640625,0.016,6.7218017578125,0.047,8.21826171875,0.018,8.1435546875,0.025,6.4808349609375,0.072,8.955810546875,0.016,6.8770751953125,0.036,8.7012939453125,0.009,9.1171875,0.012,8.9698486328125,0.019,6.4022216796875,0.057,9.237548828125,0.008,6.0150146484375,0.092,7.2528076171875,0.03,7.926458740234375,0.028900000000000002,1.5389519083293421,0.8990792033233259
DDB1:P1,30,targeting,39.88531494140625,0.387,38.37957763671875,0.412,33.00396728515625,0.551,38.38751220703125,0.386,33.78851318359375,0.501,35.88165283203125,0.403,34.70147705078125,0.475,38.32720947265625,0.4,36.24188232421875,0.447,33.89739990234375,0.511,39.91729736328125,0.379,35.81951904296875,0.435,36.27960205078125,0.437,34.97247314453125,0.448,38.04388427734375,0.441,31.49884033203125,0.56,36.56744384765625,0.418,32.60272216796875,0.505,39.87872314453125,0.438,35.16729736328125,0.477,36.162115478515624,0.45055000000000006,0.34624736687400054,1.5582538287107455
LMO3:P2,477,targeting,3.3836669921875,0.321,3.597900390625,0.264,2.6922607421875,0.513,3.6912841796875,0.216,4.13671875,0.145,3.0701904296875,0.347,2.8372802734375,0.403,3.4945068359375,0.278,2.938232421875,0.404,3.267822265625,0.333,3.6190185546875,0.257,3.66455078125,0.207,2.9229736328125,0.378,2.5599365234375,0.51,4.8115234375,0.094,1.9708251953125,0.744,2.8748779296875,0.394,2.967041015625,0.37,3.1358642578125,0.377,2.7205810546875,0.47,3.217852783203125,0.35124999999999995,0.4543713030071515,0.5075661712406281
PGR:P1P2,545,targeting,6.669677734375,0.015,6.4781494140625,0.024,6.345947265625,0.019,7.414306640625,0.007,7.6424560546875,0.004,6.666015625,0.011,5.35791015625,0.028,6.208740234375,0.017,6.7366943359375,0.012,7.0943603515625,0.007,6.41162109375,0.016,6.7620849609375,0.011,4.822509765625,0.05,5.7685546875,0.028,8.8848876953125,0.005,5.681884765625,0.034,4.612060546875,0.06,6.2030029296875,0.021,5.608154296875,0.03,4.40234375,0.094,6.288568115234375,0.02465,1.6080069277402873,0.7985517693809313
ZNF611:P1P2,676,targeting,1.7459716796875,0.662,1.59033203125,0.768,0.9342041015625,0.992,1.8099365234375,0.633,1.337890625,0.854,1.7406005859375,0.643,2.1356201171875,0.457,2.3389892578125,0.402,1.6248779296875,0.712,1.347412109375,0.856,2.4268798828125,0.353,1.59326171875,0.723,2.1414794921875,0.438,1.8428955078125,0.598,1.61572265625,0.753,1.7276611328125,0.679,2.6270751953125,0.261,1.208740234375,0.902,2.2611083984375,0.469,2.2200927734375,0.418,1.81353759765625,0.6286499999999999,0.2015841717985719,0.2585265636580482
ZNF529:P1P2,635,targeting,1.599365234375,0.77,1.5819091796875,0.818,1.824462890625,0.705,1.85400390625,0.627,1.7686767578125,0.687,1.337158203125,0.883,1.165283203125,0.946,1.35498046875,0.886,1.6405029296875,0.754,1.9593505859375,0.6,1.9140625,0.634,1.7376708984375,0.677,1.1029052734375,0.952,1.4560546875,0.848,3.02783203125,0.217,1.115478515625,0.95,1.1275634765625,0.946,1.6273193359375,0.746,1.619140625,0.808,1.328125,0.899,1.60709228515625,0.76765,0.11483108832614508,0.20604081626761267
