,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
TFEC:P1P2,546,targeting,5.73291015625,0.029,5.6273193359375,0.035,4.57275390625,0.078,5.833984375,0.035,5.6531982421875,0.03,5.2666015625,0.039,4.030517578125,0.106,5.54052734375,0.04,5.5140380859375,0.038,6.3509521484375,0.017,5.244384765625,0.048,5.9158935546875,0.025,4.0140380859375,0.119,4.8394775390625,0.055,7.6126708984375,0.005,4.084716796875,0.1,3.67333984375,0.147,5.0909423828125,0.035,5.111328125,0.063,4.256103515625,0.084,5.198284912109375,0.056400000000000006,1.2486439002746064,0.7158600790060785
OR8A1,435,negative control,4.84521484375,0.147,4.8531494140625,0.117,6.74853515625,0.034,4.8624267578125,0.121,5.761962890625,0.075,4.2021484375,0.181,3.7669677734375,0.268,4.0050048828125,0.249,4.6676025390625,0.135,5.283935546875,0.106,3.725341796875,0.301,5.2235107421875,0.073,2.7725830078125,0.495,4.532958984375,0.139,7.6405029296875,0.023,4.2056884765625,0.182,2.95458984375,0.455,6.1400146484375,0.046,3.5841064453125,0.382,3.29052734375,0.387,4.653338623046875,0.1958,0.7081651325843609,0.6677646572548931
FBXL19:P1P2,1913,targeting,2.9876708984375,0.009,3.330078125,0.005,3.6478271484375,0.003,3.2362060546875,0.007,4.048095703125,0.004,3.1053466796875,0.011,2.49365234375,0.034,2.5545654296875,0.027,3.1446533203125,0.016,3.7108154296875,0.002,2.8096923828125,0.018,3.5164794921875,0.003,2.4305419921875,0.028,2.9971923828125,0.012,5.46533203125,0.0,2.9962158203125,0.011,1.9796142578125,0.089,4.0069580078125,0.002,2.3226318359375,0.039,2.4324951171875,0.035,3.16080322265625,0.01775,1.7505570385574178,0.49979745946670573
ZNF678:P1P2,449,targeting,5.58056640625,0.057,5.1107177734375,0.086,3.723876953125,0.247,5.348388671875,0.071,3.6531982421875,0.243,5.263671875,0.063,4.427734375,0.138,6.00830078125,0.039,5.166259765625,0.096,5.3382568359375,0.069,5.989990234375,0.044,5.0836181640625,0.08,5.2850341796875,0.063,4.805419921875,0.084,5.5093994140625,0.069,3.44287109375,0.296,5.61083984375,0.046,3.4515380859375,0.294,5.506591796875,0.088,5.134033203125,0.104,4.972015380859375,0.11385,0.9436288205244713,0.6965324634555327
FOXD3:P1,419,targeting,30.58642578125,0.0,31.6400146484375,0.0,28.62548828125,0.0,29.40576171875,0.0,27.6146240234375,0.0,31.102783203125,0.0,33.443115234375,0.0,33.165283203125,0.0,30.3011474609375,0.0,30.2105712890625,0.0,32.490234375,0.0,33.4393310546875,0.0,34.0513916015625,0.0,31.17626953125,0.0,30.6907958984375,0.0,28.19287109375,0.0,35.185302734375,0.0,28.9461669921875,0.0,32.230712890625,0.0,36.212890625,0.0,31.43555908203125,0.0,5.0,1.4974211886907214
ZNF215:P1P2,719,targeting,4.16357421875,0.043,4.5557861328125,0.037,3.87939453125,0.063,4.43212890625,0.027,4.7913818359375,0.027,3.959228515625,0.043,3.137939453125,0.122,4.42529296875,0.042,4.2244873046875,0.044,4.8712158203125,0.019,4.0494384765625,0.055,4.9039306640625,0.009,3.24072265625,0.119,3.647216796875,0.08,7.302978515625,0.006,3.053466796875,0.135,2.6866455078125,0.248,4.5162353515625,0.031,4.123046875,0.058,3.56640625,0.091,4.17652587890625,0.06495,1.1873539837668812,0.6208151767586041
ZNF438:P1,1083,targeting,2.2872314453125,0.182,2.785888671875,0.098,2.5032958984375,0.117,2.1956787109375,0.185,2.715087890625,0.086,2.3707275390625,0.126,1.8135986328125,0.332,2.3919677734375,0.159,2.394287109375,0.131,3.309326171875,0.04,2.3092041015625,0.163,2.918701171875,0.06,2.0321044921875,0.227,2.2657470703125,0.152,4.87451171875,0.009,1.8580322265625,0.298,1.5494384765625,0.435,3.122802734375,0.04,2.1790771484375,0.196,2.4818115234375,0.127,2.517926025390625,0.15815,0.8009033436943841,0.4010429667422262
ZNF707:P1P2,1059,targeting,0.84716796875,0.935,0.855712890625,0.947,1.140869140625,0.804,1.0986328125,0.809,0.944091796875,0.879,1.4747314453125,0.505,1.6685791015625,0.406,1.1827392578125,0.767,0.821533203125,0.94,1.123291015625,0.795,1.1343994140625,0.805,1.091064453125,0.781,1.6351318359375,0.413,1.6282958984375,0.391,1.1510009765625,0.779,1.4200439453125,0.542,1.7078857421875,0.346,1.494873046875,0.498,1.1363525390625,0.81,1.923583984375,0.259,1.2739990234375,0.6705500000000001,0.17356235651023086,0.10516909509833672
PHOX2A:P1P2,634,targeting,6.071044921875,0.015,4.951171875,0.033,4.2674560546875,0.072,5.5394287109375,0.02,3.7867431640625,0.102,5.9962158203125,0.012,6.2763671875,0.01,6.0220947265625,0.022,4.941162109375,0.026,4.347900390625,0.059,6.5728759765625,0.01,4.48779296875,0.05,7.2435302734375,0.007,6.6927490234375,0.009,2.790771484375,0.285,5.5794677734375,0.016,7.7991943359375,0.001,3.81689453125,0.079,6.4022216796875,0.012,6.8072509765625,0.005,5.51961669921875,0.042249999999999996,1.3740705072837054,0.741908919904193
HMGB2:P1P2,776,targeting,4.0174560546875,0.04,3.782958984375,0.054,4.8902587890625,0.017,3.9642333984375,0.04,4.93896484375,0.018,4.0931396484375,0.032,3.266357421875,0.071,3.4373779296875,0.096,4.469970703125,0.018,5.07958984375,0.009,3.7867431640625,0.053,4.3251953125,0.031,3.3905029296875,0.061,4.0225830078125,0.02,6.547119140625,0.003,4.1815185546875,0.033,2.6968994140625,0.171,4.7987060546875,0.019,3.6761474609375,0.063,2.7645263671875,0.153,4.106512451171875,0.05010000000000001,1.300075597257523,0.6134731439701125
ZFP42:P1,449,targeting,4.5625,0.155,3.4786376953125,0.35,4.25048828125,0.2,4.180419921875,0.199,3.9466552734375,0.21,4.666015625,0.111,3.594482421875,0.289,3.375732421875,0.357,4.1632080078125,0.218,4.1090087890625,0.216,3.981201171875,0.228,3.1751708984375,0.39,3.58642578125,0.271,5.02001953125,0.08,2.720458984375,0.569,5.109375,0.089,4.16064453125,0.193,4.0455322265625,0.206,3.786865234375,0.289,3.669677734375,0.286,3.9791259765625,0.2453,0.6102847475282319,0.5997876888472874
CBL:P1P2,357,targeting,9.1085205078125,0.015,10.247314453125,0.009,10.0716552734375,0.014,9.7740478515625,0.01,11.886474609375,0.001,8.7913818359375,0.019,8.8033447265625,0.022,10.0633544921875,0.007,9.682373046875,0.009,10.1689453125,0.009,9.1156005859375,0.013,11.062744140625,0.004,7.4405517578125,0.045,7.9493408203125,0.032,14.045654296875,0.001,8.9390869140625,0.017,6.8941650390625,0.047,10.92333984375,0.006,9.1392822265625,0.01,8.1072998046875,0.026,9.610723876953125,0.0158,1.8010681300677909,0.9827560998357333
CDX4:P1P2,389,targeting,15.6942138671875,0.0,15.92041015625,0.0,17.1134033203125,0.0,16.7979736328125,0.0,17.259765625,0.0,16.3009033203125,0.0,13.6402587890625,0.0,15.0157470703125,0.0,16.647705078125,0.0,17.87841796875,0.0,15.3594970703125,0.001,16.8349609375,0.0,12.8465576171875,0.0,14.6883544921875,0.001,20.612548828125,0.0,14.8106689453125,0.0,12.10235595703125,0.002,16.435302734375,0.001,14.13116455078125,0.001,12.9141845703125,0.001,15.6502197265625,0.00035,3.4436974992327127,1.1945204393497986
ZNF429:P1P2,508,targeting,6.6181640625,0.022,7.8131103515625,0.007,6.82421875,0.016,6.6944580078125,0.019,7.6812744140625,0.01,6.284912109375,0.022,6.479248046875,0.016,7.623779296875,0.01,7.0235595703125,0.01,7.4493408203125,0.009,6.709228515625,0.016,8.5926513671875,0.007,5.88720703125,0.035,5.55029296875,0.037,11.1600341796875,0.001,6.012451171875,0.026,5.0670166015625,0.066,8.15185546875,0.004,7.1806640625,0.009,6.749755859375,0.012,7.0776611328125,0.017700000000000004,1.751781438809925,0.8498897654683989
ZNF768:P2,302,targeting,6.9022216796875,0.136,7.99365234375,0.072,6.6712646484375,0.168,7.1392822265625,0.095,8.33447265625,0.051,6.2379150390625,0.17,6.7950439453125,0.127,7.7452392578125,0.08,7.06396484375,0.106,7.337646484375,0.079,7.5462646484375,0.082,8.0291748046875,0.05,6.4085693359375,0.127,5.8487548828125,0.202,10.674072265625,0.014,6.16845703125,0.179,5.73779296875,0.228,7.431396484375,0.085,7.1041259765625,0.125,6.3785400390625,0.175,7.177392578125,0.11755,0.929740422599425,0.8559667012623555
LDB2:P1P2,372,targeting,6.2733154296875,0.077,6.089111328125,0.08,5.6229248046875,0.118,5.9439697265625,0.098,6.7431640625,0.057,5.1373291015625,0.145,4.0806884765625,0.303,5.0052490234375,0.171,6.062744140625,0.077,6.71826171875,0.048,5.6112060546875,0.119,5.767578125,0.111,4.1119384765625,0.295,5.5159912109375,0.125,7.826904296875,0.038,5.6483154296875,0.113,3.9090576171875,0.342,6.312744140625,0.077,5.4693603515625,0.145,4.2999267578125,0.274,5.607489013671875,0.14065,0.8518293869226126,0.748768431375584
HLF:P1,1487,targeting,0.64404296875,0.971,1.0755615234375,0.652,1.52099609375,0.306,1.2088623046875,0.514,1.5750732421875,0.279,1.3568115234375,0.382,1.4884033203125,0.319,1.0106201171875,0.725,1.00341796875,0.704,1.273193359375,0.452,0.7716064453125,0.887,1.490966796875,0.303,0.9388427734375,0.764,1.2786865234375,0.448,2.103271484375,0.133,1.3411865234375,0.41,0.8685302734375,0.823,1.937255859375,0.14,0.6685791015625,0.97,1.4429931640625,0.335,1.249945068359375,0.52585,0.2791298629191138,0.09689092738196715
ZNF527:P1P2,1028,targeting,1.7286376953125,0.432,2.009521484375,0.297,2.4293212890625,0.177,2.28515625,0.174,2.425048828125,0.148,2.2303466796875,0.178,2.490966796875,0.123,1.8966064453125,0.314,2.06982421875,0.221,2.135009765625,0.241,1.9637451171875,0.328,2.853759765625,0.069,2.1029052734375,0.216,2.1490478515625,0.202,3.89404296875,0.027,2.1080322265625,0.225,1.5614013671875,0.486,2.741943359375,0.081,1.8531494140625,0.384,2.2916259765625,0.181,2.261004638671875,0.22519999999999998,0.647412329413952,0.354301453343826
MLXIP:P1P2,1173,targeting,2.0499267578125,0.193,2.67822265625,0.055,2.6195068359375,0.062,2.6678466796875,0.084,2.9364013671875,0.054,2.2069091796875,0.12,1.6131591796875,0.33,2.3094482421875,0.11,2.20751953125,0.136,2.5087890625,0.102,2.3094482421875,0.135,2.174560546875,0.132,1.3709716796875,0.48,1.6732177734375,0.29,4.204833984375,0.011,1.9849853515625,0.18,1.2052001953125,0.605,2.746826171875,0.049,2.1131591796875,0.15,1.3817138671875,0.484,2.24813232421875,0.18810000000000002,0.7255881165741257,0.3518218700583799
OR4C12,731,negative control,4.6986083984375,0.037,5.521484375,0.014,6.227783203125,0.004,4.89013671875,0.018,6.144287109375,0.007,4.33447265625,0.037,4.4884033203125,0.033,4.7227783203125,0.026,5.20947265625,0.015,6.9593505859375,0.004,4.3658447265625,0.047,5.9273681640625,0.008,3.88671875,0.065,4.9425048828125,0.015,8.822021484375,0.0,5.770263671875,0.01,3.337890625,0.102,6.9228515625,0.003,4.061279296875,0.047,4.54736328125,0.02,5.289044189453125,0.0256,1.5915904215315704,0.723377195522573
IRF6:P1P2,593,targeting,7.8621826171875,0.003,8.74072265625,0.001,10.2813720703125,0.001,8.9744873046875,0.002,10.86376953125,0.0,8.8814697265625,0.003,7.8900146484375,0.001,8.2230224609375,0.001,9.4091796875,0.0,10.4814453125,0.0,7.6314697265625,0.008,9.559326171875,0.004,6.6968994140625,0.005,8.09326171875,0.0,12.94287109375,0.001,9.1805419921875,0.001,6.1710205078125,0.019,10.993896484375,0.0,7.2601318359375,0.004,7.4222412109375,0.001,8.87796630859375,0.0027500000000000003,2.5590909179347823,0.9483134925681961
GATAD2A:P1,215,targeting,16.3953857421875,0.012,15.949951171875,0.007,12.7725830078125,0.035,15.7247314453125,0.005,14.14794921875,0.016,15.7022705078125,0.01,15.2188720703125,0.012,16.1968994140625,0.003,14.013427734375,0.011,13.617431640625,0.019,18.7445068359375,0.003,14.128173828125,0.009,17.0867919921875,0.007,14.7435302734375,0.014,14.280517578125,0.017,11.9061279296875,0.03,17.1046142578125,0.004,11.940673828125,0.028,16.6068115234375,0.004,15.7303466796875,0.008,15.100579833984375,0.012700000000000003,1.8958544494459917,1.178993623708076
ANHX:P1P2,394,targeting,5.356201171875,0.135,3.9761962890625,0.355,3.947265625,0.361,5.341796875,0.117,4.0921630859375,0.29,5.739013671875,0.085,4.602783203125,0.181,4.896240234375,0.175,4.8394775390625,0.176,4.5845947265625,0.215,5.447998046875,0.103,4.3785400390625,0.239,5.600341796875,0.119,5.77392578125,0.105,4.0413818359375,0.32,5.055419921875,0.154,5.34814453125,0.128,4.0758056640625,0.253,5.57275390625,0.128,4.787353515625,0.163,4.872869873046875,0.1901,0.720995038155098,0.6877848139726633
ZNF618:P1P2,578,targeting,9.770263671875,0.001,10.4080810546875,0.0,11.1031494140625,0.0,9.892578125,0.001,11.5906982421875,0.0,9.4202880859375,0.0,8.0806884765625,0.006,8.6978759765625,0.002,10.3402099609375,0.0,11.1583251953125,0.0,9.37255859375,0.002,10.0577392578125,0.0,7.194580078125,0.006,8.8798828125,0.002,14.2274169921875,0.0,9.361328125,0.001,6.469970703125,0.015,11.3909912109375,0.001,8.809814453125,0.002,7.97509765625,0.001,9.710076904296875,0.0020000000000000005,2.696803942579511,0.9872226695557398
ZNF621:P1P2,802,targeting,2.73583984375,0.173,2.8179931640625,0.166,3.21533203125,0.112,3.730712890625,0.042,4.3538818359375,0.03,3.11474609375,0.102,2.95361328125,0.118,3.221435546875,0.106,3.1505126953125,0.121,3.7420654296875,0.054,2.406982421875,0.278,3.7008056640625,0.048,2.15625,0.361,3.0509033203125,0.097,4.4979248046875,0.025,2.9476318359375,0.124,2.1475830078125,0.32,3.935302734375,0.044,2.2550048828125,0.323,2.6661376953125,0.177,3.140032958984375,0.14104999999999998,0.8505961204914171,0.49693420661777576
ISL2:P1P2,563,targeting,5.6527099609375,0.016,6.233154296875,0.021,7.2955322265625,0.007,6.0089111328125,0.018,7.123779296875,0.006,5.5042724609375,0.028,4.6649169921875,0.061,4.7449951171875,0.064,5.8974609375,0.026,6.75732421875,0.013,4.9007568359375,0.059,6.01611328125,0.015,4.2120361328125,0.087,5.5775146484375,0.036,8.8896484375,0.002,6.0025634765625,0.017,3.4034423828125,0.174,7.6494140625,0.007,5.0958251953125,0.049,4.7362060546875,0.063,5.818328857421875,0.038450000000000005,1.414990720097539,0.7647982643375426
HIVEP2:P1P2,774,targeting,1.767578125,0.57,1.8548583984375,0.531,1.859375,0.511,1.659912109375,0.59,2.0684814453125,0.388,1.5787353515625,0.615,2.388427734375,0.269,2.2353515625,0.311,1.7178955078125,0.575,1.896484375,0.46,1.8240966796875,0.528,1.9185791015625,0.466,2.50048828125,0.24,2.672607421875,0.187,1.8856201171875,0.535,2.838623046875,0.149,2.58251953125,0.203,2.1070556640625,0.349,2.162109375,0.392,2.74072265625,0.163,2.11297607421875,0.40160000000000007,0.39619548189204745,0.32489457945004124
ZNF566:P1P2,446,targeting,3.6986083984375,0.309,2.871337890625,0.532,3.6883544921875,0.299,3.8140869140625,0.261,3.806884765625,0.251,3.6243896484375,0.244,3.6024169921875,0.282,2.680419921875,0.592,2.96826171875,0.438,2.981689453125,0.451,3.3082275390625,0.388,3.1556396484375,0.35,3.8094482421875,0.212,4.0787353515625,0.197,3.7998046875,0.27,3.5013427734375,0.28,3.3870849609375,0.338,3.337158203125,0.349,3.0880126953125,0.444,2.8104248046875,0.49,3.400616455078125,0.34885,0.45734882354459483,0.5315576519749697
SIX1:P1P2,513,targeting,2.1318359375,0.733,2.35546875,0.636,2.39599609375,0.606,2.593017578125,0.524,3.5655517578125,0.228,2.767578125,0.425,2.77685546875,0.42,2.779052734375,0.477,2.7806396484375,0.436,3.3516845703125,0.285,2.46533203125,0.562,3.1312255859375,0.338,2.24560546875,0.623,2.872314453125,0.415,3.8570556640625,0.192,2.9970703125,0.349,2.290771484375,0.623,3.029052734375,0.34,2.083251953125,0.743,2.254150390625,0.634,2.736175537109375,0.4794500000000001,0.319247618949825,0.43714395575002596
ZNF669:P1P2,699,targeting,2.5865478515625,0.293,2.0089111328125,0.529,3.482666015625,0.111,3.51904296875,0.102,3.0494384765625,0.165,4.016845703125,0.048,4.01416015625,0.057,2.404541015625,0.37,2.7320556640625,0.257,3.049072265625,0.184,2.560546875,0.304,2.8206787109375,0.212,3.92529296875,0.071,4.3896484375,0.04,2.0645751953125,0.521,4.018798828125,0.051,3.99267578125,0.059,3.8577880859375,0.072,2.34130859375,0.413,3.87744140625,0.063,3.235601806640625,0.19610000000000005,0.7075002603144194,0.5099550692383221
PAX9:P1,435,targeting,2.7156982421875,0.582,3.19677734375,0.415,2.9647216796875,0.501,3.2005615234375,0.391,2.4912109375,0.621,3.5242919921875,0.282,4.3026123046875,0.147,4.0499267578125,0.223,2.908203125,0.543,2.51806640625,0.642,3.1331787109375,0.458,3.4918212890625,0.3,4.2171630859375,0.191,3.6473388671875,0.256,3.179443359375,0.451,3.6998291015625,0.292,4.6121826171875,0.128,4.127197265625,0.198,3.9212646484375,0.265,5.1829833984375,0.093,3.5542236328125,0.34895,0.45722435176537496,0.5507447502675069
THRA:P1P2,637,targeting,8.5894775390625,0.0,9.230224609375,0.0,10.17236328125,0.0,8.8836669921875,0.001,11.130615234375,0.0,8.0032958984375,0.0,7.7115478515625,0.001,7.2886962890625,0.001,8.866455078125,0.003,9.416015625,0.0,8.0885009765625,0.001,9.078369140625,0.0,6.3311767578125,0.006,7.6964111328125,0.001,12.138916015625,0.0,8.4276123046875,0.0,6.2186279296875,0.01,10.324462890625,0.001,7.2435302734375,0.007,6.4161376953125,0.009,8.56280517578125,0.00205,2.6861327796308467,0.9326160629000154
JRK:P2,311,targeting,7.7117919921875,0.074,6.67529296875,0.122,8.4288330078125,0.037,8.2103271484375,0.055,7.1826171875,0.077,8.6712646484375,0.043,8.9537353515625,0.033,6.7264404296875,0.117,7.1800537109375,0.075,6.663330078125,0.114,7.8551025390625,0.073,6.859619140625,0.097,9.8187255859375,0.018,10.4559326171875,0.011,5.678955078125,0.193,9.2139892578125,0.031,9.3643798828125,0.035,7.7637939453125,0.066,7.7774658203125,0.071,8.9898681640625,0.029,8.009075927734376,0.06854999999999999,1.1639291910848584,0.9035824108861481
ZFY:P1P2,1349,targeting,3.7567138671875,0.01,3.2353515625,0.027,3.053955078125,0.032,3.9656982421875,0.009,3.904541015625,0.008,3.8397216796875,0.01,3.4744873046875,0.019,3.4754638671875,0.017,3.3212890625,0.028,3.32568359375,0.023,4.005615234375,0.006,2.90380859375,0.034,3.6966552734375,0.01,4.0289306640625,0.008,3.3846435546875,0.018,3.9664306640625,0.01,3.4317626953125,0.026,2.860595703125,0.053,3.5548095703125,0.014,2.6412353515625,0.055,3.49136962890625,0.02085,1.680685695909488,0.5429958297069181
ZSCAN16:P1P2,520,targeting,2.6727294921875,0.459,2.7685546875,0.419,1.4251708984375,0.948,2.8040771484375,0.348,2.489013671875,0.511,2.7525634765625,0.369,2.6092529296875,0.432,3.6138916015625,0.211,2.299560546875,0.605,2.448486328125,0.545,3.2655029296875,0.263,3.102294921875,0.285,2.5379638671875,0.463,1.7213134765625,0.815,3.1015625,0.312,1.5225830078125,0.904,3.1099853515625,0.284,1.824951171875,0.78,3.0499267578125,0.392,2.5316162109375,0.473,2.582550048828125,0.4909,0.3089981210869606,0.4120487467334828
ZFP62:P1P2,140,targeting,10.114990234375,0.314,9.2264404296875,0.389,10.5087890625,0.262,9.8486328125,0.322,9.3729248046875,0.309,11.698486328125,0.158,11.549072265625,0.189,10.125,0.297,10.1998291015625,0.255,10.7735595703125,0.242,11.2587890625,0.205,9.6544189453125,0.306,12.412353515625,0.141,11.5390625,0.185,8.8963623046875,0.435,11.832275390625,0.161,12.140625,0.162,10.8743896484375,0.222,10.502197265625,0.323,11.766845703125,0.177,10.714752197265625,0.25270000000000004,0.5973775722514724,1.0299821314576796
ZNF45:P1P2,514,targeting,4.9273681640625,0.072,4.056884765625,0.169,5.9732666015625,0.039,5.9976806640625,0.031,6.461669921875,0.029,5.6573486328125,0.044,5.6331787109375,0.042,4.0413818359375,0.162,5.056640625,0.064,5.12255859375,0.06,4.5079345703125,0.105,5.7431640625,0.043,4.7071533203125,0.076,5.4510498046875,0.035,5.879150390625,0.035,5.6053466796875,0.032,4.3248291015625,0.131,5.9345703125,0.029,3.6463623046875,0.219,4.1156005859375,0.127,5.142156982421875,0.0772,1.1123264475455525,0.7111453308752783
SATB1:P2,253,targeting,6.9317626953125,0.215,7.43505859375,0.169,7.3551025390625,0.166,6.3692626953125,0.251,7.006591796875,0.182,7.1622314453125,0.166,5.8536376953125,0.268,6.9083251953125,0.202,7.44921875,0.143,8.4921875,0.082,7.2628173828125,0.177,7.223876953125,0.163,6.6639404296875,0.225,7.0206298828125,0.162,10.183837890625,0.058,6.6519775390625,0.196,5.9412841796875,0.296,7.1611328125,0.159,6.9197998046875,0.199,6.2501220703125,0.279,7.112139892578125,0.18789999999999996,0.7260501074499917,0.8520002904223973
ZNF416:P1P2,632,targeting,3.4034423828125,0.138,3.306396484375,0.16,3.7366943359375,0.122,3.8668212890625,0.098,4.4346923828125,0.047,3.1094970703125,0.175,2.7083740234375,0.242,3.2159423828125,0.196,3.419921875,0.125,3.62451171875,0.109,3.4090576171875,0.148,3.811767578125,0.079,2.4356689453125,0.344,2.8482666015625,0.216,5.45849609375,0.019,2.571044921875,0.311,2.1375732421875,0.481,3.456787109375,0.138,2.7532958984375,0.297,2.1156005859375,0.498,3.291192626953125,0.19715,0.7051811905173134,0.5173533014297812
IRF9:P1P2,641,targeting,2.939208984375,0.254,3.42431640625,0.139,3.8995361328125,0.097,3.6993408203125,0.122,3.81787109375,0.101,3.3953857421875,0.124,2.7061767578125,0.292,2.8297119140625,0.292,3.353759765625,0.147,3.8568115234375,0.092,2.4776611328125,0.422,3.69970703125,0.096,2.403076171875,0.386,3.2674560546875,0.156,5.701904296875,0.019,3.2176513671875,0.161,1.935791015625,0.613,4.4625244140625,0.049,2.8701171875,0.254,2.681884765625,0.311,3.33199462890625,0.20635000000000003,0.6853744807987292,0.5227042926632441
ZNF214:P1P2,610,targeting,1.5072021484375,0.871,1.2376708984375,0.949,0.89794921875,0.997,1.451171875,0.882,1.3988037109375,0.881,1.58251953125,0.767,1.686279296875,0.764,1.64599609375,0.768,1.1300048828125,0.966,1.0120849609375,0.987,1.5806884765625,0.829,1.2847900390625,0.911,1.892822265625,0.67,1.62646484375,0.78,1.201171875,0.967,1.41259765625,0.868,1.855712890625,0.649,1.3201904296875,0.902,1.698974609375,0.78,1.749755859375,0.726,1.458642578125,0.8456999999999999,0.0727785341135448,0.16394888657159054
ZNF680:P1P2,326,targeting,4.4588623046875,0.323,4.629638671875,0.315,3.6260986328125,0.54,5.6812744140625,0.143,4.440185546875,0.306,4.895751953125,0.228,4.6632080078125,0.276,5.5567626953125,0.174,4.4404296875,0.317,3.789306640625,0.491,4.9036865234375,0.282,5.00146484375,0.209,4.4591064453125,0.278,4.3956298828125,0.333,5.691162109375,0.173,3.5267333984375,0.534,4.4552001953125,0.308,4.394287109375,0.302,5.0487060546875,0.27,4.6981201171875,0.26,4.63778076171875,0.3031,0.5183997354463715,0.6663102147145985
RARG:P2,611,targeting,2.0604248046875,0.588,1.702392578125,0.783,1.4969482421875,0.87,2.4210205078125,0.401,1.23486328125,0.926,2.6741943359375,0.322,3.124755859375,0.197,2.9193115234375,0.271,1.815185546875,0.705,1.666259765625,0.798,2.6859130859375,0.373,2.3638916015625,0.404,3.3690185546875,0.145,2.7559814453125,0.302,1.63232421875,0.802,2.1661376953125,0.508,3.6593017578125,0.128,1.634033203125,0.774,2.8262939453125,0.326,3.2596435546875,0.185,2.373394775390625,0.49040000000000006,0.30944068265656627,0.37536998200752003
CSRNP3:P2,620,targeting,3.3687744140625,0.151,3.223388671875,0.205,2.9893798828125,0.247,3.438232421875,0.144,2.917236328125,0.241,3.5545654296875,0.125,2.4395751953125,0.36,3.6766357421875,0.11,3.748291015625,0.122,3.5576171875,0.118,3.3177490234375,0.18,3.456787109375,0.136,2.7652587890625,0.269,3.6676025390625,0.105,4.633056640625,0.058,2.9371337890625,0.251,2.3802490234375,0.393,2.870361328125,0.276,3.2413330078125,0.233,2.9259033203125,0.224,3.25545654296875,0.1974,0.7046308514899936,0.5126119023323272
TFCP2L1:P1P2,577,targeting,4.049560546875,0.099,3.4283447265625,0.181,2.363525390625,0.509,3.910400390625,0.101,2.9466552734375,0.254,4.02099609375,0.104,4.3779296875,0.074,4.038818359375,0.118,2.9586181640625,0.253,2.7108154296875,0.351,4.925048828125,0.051,2.9842529296875,0.26,4.906494140625,0.052,3.860595703125,0.114,2.2928466796875,0.538,3.233154296875,0.187,4.794189453125,0.047,2.0274658203125,0.612,4.26611328125,0.102,3.95166015625,0.104,3.602374267578125,0.20555000000000004,0.6870613909868646,0.5565888317206047
ONECUT3:P1P2,926,targeting,2.0870361328125,0.327,2.326904296875,0.232,1.4976806640625,0.642,1.3829345703125,0.676,2.29638671875,0.214,1.6573486328125,0.463,1.2047119140625,0.77,2.2652587890625,0.224,1.958740234375,0.322,2.517822265625,0.152,2.4090576171875,0.205,2.0078125,0.317,1.5604248046875,0.518,1.3675537109375,0.677,3.35546875,0.05,1.396240234375,0.663,1.5223388671875,0.561,1.57470703125,0.53,1.9268798828125,0.38,1.800048828125,0.405,1.905767822265625,0.41640000000000005,0.3804788495441355,0.28006998987479875
ZSCAN12:P1P2,356,targeting,7.642333984375,0.044,6.6722412109375,0.089,6.857177734375,0.064,9.006103515625,0.02,8.1043701171875,0.033,9.156982421875,0.011,10.09912109375,0.011,9.558837890625,0.017,7.8511962890625,0.038,7.5596923828125,0.035,7.676513671875,0.049,8.7523193359375,0.015,9.421142578125,0.013,9.301025390625,0.02,6.1658935546875,0.123,9.213134765625,0.013,9.955078125,0.013,8.0328369140625,0.023,8.192626953125,0.037,9.71435546875,0.01,8.446649169921875,0.033900000000000007,1.4696722102219135,0.9266844562128133
CDK2:P1P2,414,targeting,23.9739990234375,0.0,24.564697265625,0.0,26.6273193359375,0.0,26.7479248046875,0.0,24.069091796875,0.0,25.6405029296875,0.0,23.5699462890625,0.0,24.9752197265625,0.0,25.5556640625,0.0,27.1943359375,0.0,24.1170654296875,0.0,27.42724609375,0.0,23.7772216796875,0.0,24.1756591796875,0.0,31.4013671875,0.0,23.9537353515625,0.0,22.2630615234375,0.0,26.313720703125,0.0,24.1961669921875,0.0,24.383544921875,0.0,25.24637451171875,0.0,5.0,1.402199020371355
MBD2:P1P2,182,targeting,6.7001953125,0.438,5.3861083984375,0.669,4.9951171875,0.731,6.20703125,0.486,5.1026611328125,0.676,6.03662109375,0.483,6.781005859375,0.416,6.1337890625,0.551,5.8460693359375,0.588,4.9971923828125,0.736,6.767333984375,0.44,5.4605712890625,0.604,6.876220703125,0.386,7.197021484375,0.34,4.9061279296875,0.749,6.52880859375,0.433,6.561767578125,0.44,4.4034423828125,0.78,6.62353515625,0.482,6.1005859375,0.498,5.980560302734375,0.5462999999999999,0.26256084981477734,0.7767418737855029
